,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,55
09/01/2015 00:00:00,60
01/01/2016 00:00:00,40
03/01/2016 00:00:00,61
06/01/2016 00:00:00,52
07/01/2016 00:00:00,47
10/01/2016 00:00:00,59
11/01/2016 00:00:00,58
03/01/2017 00:00:00,61
06/01/2017 00:00:00,54
07/01/2017 00:00:00,51
12/01/2017 00:00:00,84
02/01/2018 00:00:00,50
03/01/2018 00:00:00,85
06/01/2018 00:00:00,66
07/01/2018 00:00:00,41
08/01/2018 00:00:00,65
10/01/2018 00:00:00,55
12/01/2018 00:00:00,39
01/01/2019 00:00:00,34
02/01/2019 00:00:00,46
05/01/2019 00:00:00,38
06/01/2019 00:00:00,42
07/01/2019 00:00:00,50
08/01/2019 00:00:00,79
09/01/2019 00:00:00,63
10/01/2019 00:00:00,52
11/01/2019 00:00:00,43
12/01/2019 00:00:00,56
02/01/2020 00:00:00,32
03/01/2020 00:00:00,44
08/01/2020 00:00:00,50
09/01/2020 00:00:00,51
10/01/2020 00:00:00,36
12/01/2020 00:00:00,63
01/01/2021 00:00:00,39
02/01/2021 00:00:00,41
03/01/2021 00:00:00,55
05/01/2021 00:00:00,47
06/01/2021 00:00:00,85
08/01/2021 00:00:00,36
10/01/2021 00:00:00,100
11/01/2021 00:00:00,77
01/01/2022 00:00:00,56
02/01/2022 00:00:00,38
03/01/2022 00:00:00,78
04/01/2022 00:00:00,53
05/01/2022 00:00:00,29
06/01/2022 00:00:00,41
07/01/2022 00:00:00,85
08/01/2022 00:00:00,90
09/01/2022 00:00:00,81
10/01/2022 00:00:00,81
11/01/2022 00:00:00,71
12/01/2022 00:00:00,83
