,MVT_GT_Omaha NE
2015-01-01 00:00:00,16
2015-03-01 00:00:00,20
2015-06-01 00:00:00,37
2015-07-01 00:00:00,37
2015-11-01 00:00:00,37
2016-06-01 00:00:00,15
2016-08-01 00:00:00,13
2016-10-01 00:00:00,32
2016-11-01 00:00:00,32
2017-02-01 00:00:00,20
2017-04-01 00:00:00,35
2017-06-01 00:00:00,100
2017-10-01 00:00:00,18
2017-11-01 00:00:00,21
2018-01-01 00:00:00,39
2018-02-01 00:00:00,13
2018-05-01 00:00:00,45
2018-07-01 00:00:00,23
2018-10-01 00:00:00,24
2018-11-01 00:00:00,17
2019-01-01 00:00:00,19
2019-04-01 00:00:00,12
2019-05-01 00:00:00,39
2019-07-01 00:00:00,25
2019-08-01 00:00:00,17
2019-11-01 00:00:00,64
2020-01-01 00:00:00,15
2020-02-01 00:00:00,27
2020-05-01 00:00:00,38
2020-06-01 00:00:00,55
2020-08-01 00:00:00,19
2020-09-01 00:00:00,23
2020-10-01 00:00:00,42
2020-11-01 00:00:00,13
2020-12-01 00:00:00,65
2021-01-01 00:00:00,54
2021-02-01 00:00:00,15
2021-04-01 00:00:00,28
2021-05-01 00:00:00,44
2021-07-01 00:00:00,13
2021-08-01 00:00:00,27
2021-09-01 00:00:00,49
2022-02-01 00:00:00,20
2022-03-01 00:00:00,20
2022-04-01 00:00:00,34
2022-05-01 00:00:00,27
2022-06-01 00:00:00,42
2022-08-01 00:00:00,32
2022-10-01 00:00:00,49
2022-11-01 00:00:00,28
2022-12-01 00:00:00,23
