,MVT_GT_El Paso TX
2015-09-01 00:00:00,20
2015-10-01 00:00:00,37
2015-12-01 00:00:00,67
2016-05-01 00:00:00,18
2016-06-01 00:00:00,100
2016-09-01 00:00:00,27
2017-01-01 00:00:00,17
2017-02-01 00:00:00,15
2017-03-01 00:00:00,52
2017-06-01 00:00:00,16
2017-11-01 00:00:00,40
2017-12-01 00:00:00,18
2018-01-01 00:00:00,21
2018-03-01 00:00:00,29
2018-04-01 00:00:00,29
2018-05-01 00:00:00,12
2018-06-01 00:00:00,16
2018-08-01 00:00:00,23
2018-10-01 00:00:00,50
2018-11-01 00:00:00,36
2019-01-01 00:00:00,41
2019-03-01 00:00:00,12
2019-05-01 00:00:00,15
2019-07-01 00:00:00,22
2019-09-01 00:00:00,21
2020-02-01 00:00:00,20
2020-03-01 00:00:00,11
2020-05-01 00:00:00,24
2020-06-01 00:00:00,15
2020-07-01 00:00:00,21
2020-10-01 00:00:00,16
2020-11-01 00:00:00,20
2021-01-01 00:00:00,12
2021-02-01 00:00:00,15
2021-03-01 00:00:00,17
2021-06-01 00:00:00,16
2021-07-01 00:00:00,28
2021-08-01 00:00:00,28
2021-09-01 00:00:00,13
2021-12-01 00:00:00,22
2022-01-01 00:00:00,47
2022-03-01 00:00:00,10
2022-04-01 00:00:00,26
2022-05-01 00:00:00,9
2022-07-01 00:00:00,18
2022-09-01 00:00:00,31
2022-10-01 00:00:00,16
2022-12-01 00:00:00,25
