,MVT_GT_Cincinnati OH
06/01/2015 00:00:00,74
10/01/2015 00:00:00,54
01/01/2016 00:00:00,36
02/01/2016 00:00:00,35
03/01/2016 00:00:00,66
06/01/2016 00:00:00,55
08/01/2016 00:00:00,40
10/01/2016 00:00:00,55
11/01/2016 00:00:00,50
12/01/2016 00:00:00,31
01/01/2017 00:00:00,32
02/01/2017 00:00:00,51
03/01/2017 00:00:00,55
06/01/2017 00:00:00,40
07/01/2017 00:00:00,54
12/01/2017 00:00:00,49
02/01/2018 00:00:00,45
03/01/2018 00:00:00,44
07/01/2018 00:00:00,47
08/01/2018 00:00:00,37
10/01/2018 00:00:00,34
12/01/2018 00:00:00,30
02/01/2019 00:00:00,40
04/01/2019 00:00:00,31
08/01/2019 00:00:00,58
09/01/2019 00:00:00,40
10/01/2019 00:00:00,48
11/01/2019 00:00:00,29
12/01/2019 00:00:00,31
01/01/2020 00:00:00,42
03/01/2020 00:00:00,40
05/01/2020 00:00:00,43
06/01/2020 00:00:00,41
07/01/2020 00:00:00,37
08/01/2020 00:00:00,61
09/01/2020 00:00:00,28
12/01/2020 00:00:00,33
01/01/2021 00:00:00,36
02/01/2021 00:00:00,45
03/01/2021 00:00:00,40
04/01/2021 00:00:00,35
05/01/2021 00:00:00,48
06/01/2021 00:00:00,65
08/01/2021 00:00:00,33
09/01/2021 00:00:00,43
10/01/2021 00:00:00,83
11/01/2021 00:00:00,43
01/01/2022 00:00:00,36
02/01/2022 00:00:00,30
03/01/2022 00:00:00,86
04/01/2022 00:00:00,30
05/01/2022 00:00:00,37
07/01/2022 00:00:00,62
08/01/2022 00:00:00,93
09/01/2022 00:00:00,75
10/01/2022 00:00:00,75
12/01/2022 00:00:00,100
