,MVT_GT_El Paso TX
2016-04-01 00:00:00,42
2016-06-01 00:00:00,55
2016-10-01 00:00:00,27
2017-01-01 00:00:00,47
2017-04-01 00:00:00,34
2017-06-01 00:00:00,56
2017-09-01 00:00:00,23
2017-11-01 00:00:00,33
2018-01-01 00:00:00,41
2018-03-01 00:00:00,27
2018-06-01 00:00:00,38
2018-08-01 00:00:00,77
2018-09-01 00:00:00,49
2018-10-01 00:00:00,30
2018-11-01 00:00:00,92
2018-12-01 00:00:00,31
2019-02-01 00:00:00,100
2019-03-01 00:00:00,47
2019-08-01 00:00:00,25
2019-09-01 00:00:00,76
2020-01-01 00:00:00,26
2020-03-01 00:00:00,16
2020-05-01 00:00:00,29
2020-06-01 00:00:00,46
2020-07-01 00:00:00,18
2020-12-01 00:00:00,42
2021-01-01 00:00:00,36
2021-02-01 00:00:00,34
2021-03-01 00:00:00,19
2021-05-01 00:00:00,95
2021-06-01 00:00:00,37
2021-09-01 00:00:00,37
2021-12-01 00:00:00,32
2022-01-01 00:00:00,21
2022-02-01 00:00:00,24
2022-03-01 00:00:00,16
2022-04-01 00:00:00,34
2022-05-01 00:00:00,20
2022-06-01 00:00:00,27
2022-07-01 00:00:00,57
2022-09-01 00:00:00,22
2022-10-01 00:00:00,26
2022-12-01 00:00:00,88
