,MVT_GT_New Orleans LA
03/01/2015 00:00:00,88
03/01/2016 00:00:00,47
05/01/2016 00:00:00,62
08/01/2016 00:00:00,72
02/01/2017 00:00:00,48
06/01/2017 00:00:00,57
07/01/2017 00:00:00,39
11/01/2017 00:00:00,41
12/01/2017 00:00:00,53
02/01/2018 00:00:00,69
04/01/2018 00:00:00,40
11/01/2018 00:00:00,47
12/01/2018 00:00:00,62
04/01/2019 00:00:00,43
05/01/2019 00:00:00,62
06/01/2019 00:00:00,43
07/01/2019 00:00:00,63
09/01/2019 00:00:00,41
12/01/2019 00:00:00,36
01/01/2020 00:00:00,78
02/01/2020 00:00:00,58
03/01/2020 00:00:00,37
04/01/2020 00:00:00,52
05/01/2020 00:00:00,40
07/01/2020 00:00:00,39
08/01/2020 00:00:00,37
09/01/2020 00:00:00,50
10/01/2020 00:00:00,35
05/01/2021 00:00:00,35
12/01/2021 00:00:00,31
02/01/2022 00:00:00,82
04/01/2022 00:00:00,69
07/01/2022 00:00:00,92
08/01/2022 00:00:00,41
10/01/2022 00:00:00,42
11/01/2022 00:00:00,100
12/01/2022 00:00:00,52
