,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,21
2015-02-01 00:00:00,21
2015-03-01 00:00:00,17
2015-04-01 00:00:00,33
2015-05-01 00:00:00,25
2015-06-01 00:00:00,24
2015-07-01 00:00:00,50
2015-11-01 00:00:00,100
2015-12-01 00:00:00,66
2016-06-01 00:00:00,99
2016-07-01 00:00:00,42
2016-10-01 00:00:00,68
2016-11-01 00:00:00,51
2016-12-01 00:00:00,62
2017-01-01 00:00:00,59
2017-02-01 00:00:00,26
2017-07-01 00:00:00,40
2017-08-01 00:00:00,63
2017-10-01 00:00:00,48
2017-11-01 00:00:00,20
2017-12-01 00:00:00,28
2018-01-01 00:00:00,21
2018-02-01 00:00:00,41
2018-03-01 00:00:00,31
2018-04-01 00:00:00,32
2018-05-01 00:00:00,17
2018-06-01 00:00:00,25
2018-07-01 00:00:00,40
2018-08-01 00:00:00,37
2018-09-01 00:00:00,34
2018-10-01 00:00:00,19
2018-11-01 00:00:00,18
2019-01-01 00:00:00,34
2019-03-01 00:00:00,23
2019-04-01 00:00:00,31
2019-05-01 00:00:00,54
2019-08-01 00:00:00,20
2019-10-01 00:00:00,31
2019-11-01 00:00:00,32
2020-01-01 00:00:00,39
2020-03-01 00:00:00,27
2020-06-01 00:00:00,35
2020-07-01 00:00:00,38
2020-08-01 00:00:00,15
2020-10-01 00:00:00,29
2020-11-01 00:00:00,49
2020-12-01 00:00:00,27
2021-01-01 00:00:00,31
2021-03-01 00:00:00,25
2021-05-01 00:00:00,75
2021-07-01 00:00:00,30
2021-10-01 00:00:00,24
2022-02-01 00:00:00,16
2022-03-01 00:00:00,51
2022-04-01 00:00:00,31
2022-05-01 00:00:00,13
2022-06-01 00:00:00,21
2022-08-01 00:00:00,42
2022-09-01 00:00:00,14
2022-10-01 00:00:00,13
2022-11-01 00:00:00,56
2022-12-01 00:00:00,57
