,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,64
2015-06-01 00:00:00,34
2015-08-01 00:00:00,50
2015-09-01 00:00:00,80
2015-10-01 00:00:00,32
2015-12-01 00:00:00,100
2016-01-01 00:00:00,29
2016-02-01 00:00:00,24
2016-03-01 00:00:00,43
2016-06-01 00:00:00,39
2016-07-01 00:00:00,32
2016-09-01 00:00:00,83
2016-10-01 00:00:00,68
2016-11-01 00:00:00,27
2017-01-01 00:00:00,70
2017-05-01 00:00:00,33
2017-08-01 00:00:00,26
2017-10-01 00:00:00,44
2017-11-01 00:00:00,44
2017-12-01 00:00:00,33
2018-01-01 00:00:00,36
2018-02-01 00:00:00,42
2018-05-01 00:00:00,24
2018-08-01 00:00:00,26
2018-09-01 00:00:00,74
2018-12-01 00:00:00,56
2019-02-01 00:00:00,39
2019-04-01 00:00:00,38
2019-05-01 00:00:00,96
2019-06-01 00:00:00,43
2019-07-01 00:00:00,36
2019-08-01 00:00:00,61
2019-09-01 00:00:00,48
2019-11-01 00:00:00,23
2020-01-01 00:00:00,25
2020-02-01 00:00:00,28
2020-03-01 00:00:00,17
2020-06-01 00:00:00,26
2020-08-01 00:00:00,68
2020-09-01 00:00:00,19
2020-10-01 00:00:00,27
2020-11-01 00:00:00,56
2021-03-01 00:00:00,24
2021-04-01 00:00:00,41
2021-05-01 00:00:00,19
2021-09-01 00:00:00,88
2021-11-01 00:00:00,41
2022-02-01 00:00:00,22
2022-03-01 00:00:00,27
2022-04-01 00:00:00,55
2022-06-01 00:00:00,41
2022-08-01 00:00:00,37
2022-09-01 00:00:00,25
2022-10-01 00:00:00,39
