,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,50
2015-11-01 00:00:00,33
2016-01-01 00:00:00,29
2016-02-01 00:00:00,27
2016-03-01 00:00:00,31
2016-06-01 00:00:00,41
2016-07-01 00:00:00,22
2016-10-01 00:00:00,50
2016-12-01 00:00:00,27
2017-01-01 00:00:00,39
2017-03-01 00:00:00,52
2017-04-01 00:00:00,49
2017-07-01 00:00:00,78
2017-08-01 00:00:00,41
2017-11-01 00:00:00,45
2018-02-01 00:00:00,20
2018-03-01 00:00:00,30
2018-04-01 00:00:00,48
2018-05-01 00:00:00,27
2018-06-01 00:00:00,45
2018-10-01 00:00:00,19
2018-12-01 00:00:00,21
2019-01-01 00:00:00,24
2019-03-01 00:00:00,68
2019-06-01 00:00:00,100
2019-07-01 00:00:00,35
2019-08-01 00:00:00,39
2019-09-01 00:00:00,39
2019-10-01 00:00:00,36
2019-11-01 00:00:00,62
2019-12-01 00:00:00,16
2020-01-01 00:00:00,47
2020-06-01 00:00:00,13
2020-08-01 00:00:00,25
2020-10-01 00:00:00,25
2020-11-01 00:00:00,15
2020-12-01 00:00:00,42
2021-01-01 00:00:00,38
2021-02-01 00:00:00,58
2021-04-01 00:00:00,25
2021-05-01 00:00:00,31
2021-06-01 00:00:00,17
2021-07-01 00:00:00,19
2021-10-01 00:00:00,31
2021-11-01 00:00:00,24
2022-01-01 00:00:00,22
2022-03-01 00:00:00,29
2022-04-01 00:00:00,49
2022-05-01 00:00:00,75
2022-07-01 00:00:00,34
2022-08-01 00:00:00,18
2022-09-01 00:00:00,21
