,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,60
01/01/2016 00:00:00,69
02/01/2016 00:00:00,47
03/01/2016 00:00:00,70
06/01/2016 00:00:00,46
07/01/2016 00:00:00,65
09/01/2016 00:00:00,63
10/01/2016 00:00:00,60
01/01/2017 00:00:00,37
02/01/2017 00:00:00,47
03/01/2017 00:00:00,34
06/01/2017 00:00:00,70
07/01/2017 00:00:00,68
08/01/2017 00:00:00,44
10/01/2017 00:00:00,46
11/01/2017 00:00:00,56
02/01/2018 00:00:00,55
03/01/2018 00:00:00,80
07/01/2018 00:00:00,38
08/01/2018 00:00:00,69
09/01/2018 00:00:00,43
10/01/2018 00:00:00,40
12/01/2018 00:00:00,40
01/01/2019 00:00:00,51
02/01/2019 00:00:00,62
04/01/2019 00:00:00,47
08/01/2019 00:00:00,85
09/01/2019 00:00:00,50
10/01/2019 00:00:00,42
11/01/2019 00:00:00,47
12/01/2019 00:00:00,41
01/01/2020 00:00:00,64
02/01/2020 00:00:00,56
03/01/2020 00:00:00,48
05/01/2020 00:00:00,41
07/01/2020 00:00:00,38
08/01/2020 00:00:00,75
11/01/2020 00:00:00,32
12/01/2020 00:00:00,61
01/01/2021 00:00:00,42
02/01/2021 00:00:00,54
03/01/2021 00:00:00,58
06/01/2021 00:00:00,70
07/01/2021 00:00:00,54
08/01/2021 00:00:00,44
09/01/2021 00:00:00,58
10/01/2021 00:00:00,96
11/01/2021 00:00:00,53
12/01/2021 00:00:00,75
01/01/2022 00:00:00,61
03/01/2022 00:00:00,55
04/01/2022 00:00:00,53
05/01/2022 00:00:00,67
07/01/2022 00:00:00,100
08/01/2022 00:00:00,82
09/01/2022 00:00:00,92
10/01/2022 00:00:00,93
11/01/2022 00:00:00,49
12/01/2022 00:00:00,95
