,MVT_GT_Tucson AZ
2015-02-01 00:00:00,45
2015-03-01 00:00:00,47
2015-04-01 00:00:00,60
2015-05-01 00:00:00,87
2015-06-01 00:00:00,55
2015-07-01 00:00:00,46
2015-09-01 00:00:00,36
2016-01-01 00:00:00,78
2016-03-01 00:00:00,22
2016-04-01 00:00:00,27
2016-05-01 00:00:00,67
2016-07-01 00:00:00,33
2016-08-01 00:00:00,22
2016-10-01 00:00:00,44
2016-12-01 00:00:00,34
2017-01-01 00:00:00,63
2017-02-01 00:00:00,35
2017-03-01 00:00:00,50
2017-04-01 00:00:00,41
2017-05-01 00:00:00,46
2017-06-01 00:00:00,52
2017-07-01 00:00:00,68
2017-08-01 00:00:00,33
2017-09-01 00:00:00,46
2017-10-01 00:00:00,45
2017-11-01 00:00:00,33
2017-12-01 00:00:00,49
2018-02-01 00:00:00,29
2018-04-01 00:00:00,45
2018-07-01 00:00:00,35
2018-08-01 00:00:00,48
2018-10-01 00:00:00,29
2018-11-01 00:00:00,40
2018-12-01 00:00:00,53
2019-01-01 00:00:00,51
2019-03-01 00:00:00,48
2019-04-01 00:00:00,98
2019-06-01 00:00:00,100
2019-08-01 00:00:00,23
2019-10-01 00:00:00,39
2019-12-01 00:00:00,34
2020-01-01 00:00:00,65
2020-05-01 00:00:00,50
2020-08-01 00:00:00,57
2020-09-01 00:00:00,85
2020-10-01 00:00:00,50
2020-11-01 00:00:00,51
2021-01-01 00:00:00,17
2021-02-01 00:00:00,35
2021-04-01 00:00:00,33
2021-07-01 00:00:00,25
2021-09-01 00:00:00,37
2021-11-01 00:00:00,28
2021-12-01 00:00:00,44
2022-01-01 00:00:00,41
2022-02-01 00:00:00,59
2022-03-01 00:00:00,59
2022-04-01 00:00:00,43
2022-05-01 00:00:00,35
2022-06-01 00:00:00,34
2022-07-01 00:00:00,30
2022-08-01 00:00:00,24
2022-09-01 00:00:00,98
2022-11-01 00:00:00,97
2022-12-01 00:00:00,34
