,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,98
2015-02-01 00:00:00,44
2015-03-01 00:00:00,58
2015-04-01 00:00:00,100
2015-08-01 00:00:00,41
2015-09-01 00:00:00,62
2015-10-01 00:00:00,57
2015-12-01 00:00:00,65
2016-02-01 00:00:00,28
2016-03-01 00:00:00,18
2016-04-01 00:00:00,18
2016-06-01 00:00:00,90
2016-07-01 00:00:00,29
2016-10-01 00:00:00,23
2016-12-01 00:00:00,17
2017-01-01 00:00:00,24
2017-02-01 00:00:00,28
2017-03-01 00:00:00,22
2017-06-01 00:00:00,38
2017-07-01 00:00:00,46
2017-08-01 00:00:00,24
2017-12-01 00:00:00,27
2018-01-01 00:00:00,37
2018-03-01 00:00:00,35
2018-04-01 00:00:00,35
2018-05-01 00:00:00,21
2018-06-01 00:00:00,58
2018-09-01 00:00:00,27
2018-10-01 00:00:00,63
2018-11-01 00:00:00,45
2018-12-01 00:00:00,44
2019-01-01 00:00:00,29
2019-02-01 00:00:00,29
2019-03-01 00:00:00,34
2019-05-01 00:00:00,43
2019-06-01 00:00:00,41
2019-07-01 00:00:00,19
2019-09-01 00:00:00,15
2019-11-01 00:00:00,42
2019-12-01 00:00:00,38
2020-01-01 00:00:00,77
2020-02-01 00:00:00,27
2020-03-01 00:00:00,18
2020-04-01 00:00:00,50
2020-05-01 00:00:00,16
2020-07-01 00:00:00,24
2020-08-01 00:00:00,47
2020-09-01 00:00:00,14
2020-10-01 00:00:00,16
2020-11-01 00:00:00,18
2020-12-01 00:00:00,49
2021-01-01 00:00:00,52
2021-02-01 00:00:00,47
2021-05-01 00:00:00,23
2021-06-01 00:00:00,26
2021-08-01 00:00:00,13
2021-09-01 00:00:00,27
2021-10-01 00:00:00,19
2021-12-01 00:00:00,21
2022-01-01 00:00:00,29
2022-02-01 00:00:00,21
2022-03-01 00:00:00,32
2022-04-01 00:00:00,45
2022-06-01 00:00:00,15
2022-08-01 00:00:00,23
2022-09-01 00:00:00,48
2022-10-01 00:00:00,29
2022-11-01 00:00:00,26
2022-12-01 00:00:00,38
