,MVT_GT_New Orleans LA
01/01/2015 00:00:00,56
06/01/2015 00:00:00,76
07/01/2015 00:00:00,90
08/01/2016 00:00:00,100
01/01/2017 00:00:00,49
02/01/2017 00:00:00,46
05/01/2017 00:00:00,45
06/01/2017 00:00:00,48
07/01/2017 00:00:00,46
09/01/2017 00:00:00,42
10/01/2017 00:00:00,49
11/01/2017 00:00:00,45
12/01/2017 00:00:00,53
02/01/2018 00:00:00,44
04/01/2018 00:00:00,43
08/01/2018 00:00:00,71
11/01/2018 00:00:00,95
12/01/2018 00:00:00,71
05/01/2019 00:00:00,69
06/01/2019 00:00:00,65
07/01/2019 00:00:00,52
11/01/2019 00:00:00,58
12/01/2019 00:00:00,44
01/01/2020 00:00:00,72
03/01/2020 00:00:00,34
04/01/2020 00:00:00,63
05/01/2020 00:00:00,31
07/01/2020 00:00:00,43
08/01/2020 00:00:00,54
09/01/2020 00:00:00,47
10/01/2020 00:00:00,40
12/01/2020 00:00:00,42
02/01/2021 00:00:00,44
03/01/2021 00:00:00,44
04/01/2021 00:00:00,44
05/01/2021 00:00:00,76
11/01/2021 00:00:00,39
12/01/2021 00:00:00,40
01/01/2022 00:00:00,64
02/01/2022 00:00:00,67
03/01/2022 00:00:00,52
04/01/2022 00:00:00,72
08/01/2022 00:00:00,46
09/01/2022 00:00:00,40
10/01/2022 00:00:00,50
11/01/2022 00:00:00,57
12/01/2022 00:00:00,94
