,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,85
2015-05-01 00:00:00,29
2015-09-01 00:00:00,75
2015-10-01 00:00:00,50
2016-01-01 00:00:00,28
2016-02-01 00:00:00,59
2016-03-01 00:00:00,28
2016-04-01 00:00:00,61
2016-08-01 00:00:00,29
2017-04-01 00:00:00,73
2017-08-01 00:00:00,45
2017-10-01 00:00:00,33
2017-11-01 00:00:00,53
2017-12-01 00:00:00,62
2018-02-01 00:00:00,21
2018-05-01 00:00:00,96
2018-06-01 00:00:00,30
2018-08-01 00:00:00,76
2018-10-01 00:00:00,27
2019-02-01 00:00:00,24
2019-03-01 00:00:00,35
2019-05-01 00:00:00,27
2019-06-01 00:00:00,26
2020-02-01 00:00:00,17
2020-03-01 00:00:00,20
2020-11-01 00:00:00,17
2020-12-01 00:00:00,28
2021-01-01 00:00:00,32
2021-02-01 00:00:00,24
2021-04-01 00:00:00,29
2021-05-01 00:00:00,25
2021-06-01 00:00:00,34
2021-10-01 00:00:00,65
2021-11-01 00:00:00,100
2021-12-01 00:00:00,20
2022-02-01 00:00:00,31
2022-03-01 00:00:00,55
2022-04-01 00:00:00,32
2022-06-01 00:00:00,37
2022-07-01 00:00:00,23
2022-09-01 00:00:00,35
2022-10-01 00:00:00,49
2022-12-01 00:00:00,41
