,MVT_GT_El Paso TX
2015-02-01 00:00:00,36
2015-06-01 00:00:00,92
2015-07-01 00:00:00,65
2015-09-01 00:00:00,18
2015-12-01 00:00:00,100
2016-02-01 00:00:00,30
2016-03-01 00:00:00,19
2016-06-01 00:00:00,51
2016-09-01 00:00:00,37
2016-10-01 00:00:00,24
2016-11-01 00:00:00,27
2017-01-01 00:00:00,42
2017-04-01 00:00:00,28
2017-06-01 00:00:00,23
2017-07-01 00:00:00,18
2017-09-01 00:00:00,18
2017-10-01 00:00:00,14
2017-11-01 00:00:00,41
2017-12-01 00:00:00,16
2018-06-01 00:00:00,56
2018-09-01 00:00:00,21
2019-02-01 00:00:00,15
2019-03-01 00:00:00,17
2019-04-01 00:00:00,28
2019-05-01 00:00:00,14
2019-08-01 00:00:00,15
2019-09-01 00:00:00,31
2019-10-01 00:00:00,32
2020-01-01 00:00:00,23
2020-03-01 00:00:00,18
2020-05-01 00:00:00,27
2020-07-01 00:00:00,34
2020-11-01 00:00:00,13
2020-12-01 00:00:00,50
2021-01-01 00:00:00,40
2021-02-01 00:00:00,14
2021-06-01 00:00:00,18
2021-07-01 00:00:00,35
2021-09-01 00:00:00,16
2021-12-01 00:00:00,23
2022-01-01 00:00:00,35
2022-02-01 00:00:00,34
2022-03-01 00:00:00,11
2022-04-01 00:00:00,21
2022-05-01 00:00:00,14
2022-07-01 00:00:00,13
2022-09-01 00:00:00,18
2022-10-01 00:00:00,19
2022-12-01 00:00:00,32
