,MVT_GT_New Orleans LA
03/01/2015 00:00:00,74
08/01/2016 00:00:00,87
02/01/2017 00:00:00,67
03/01/2017 00:00:00,52
05/01/2017 00:00:00,55
06/01/2017 00:00:00,85
07/01/2017 00:00:00,54
09/01/2017 00:00:00,44
11/01/2017 00:00:00,50
02/01/2018 00:00:00,63
03/01/2018 00:00:00,40
04/01/2018 00:00:00,47
08/01/2018 00:00:00,68
09/01/2018 00:00:00,55
10/01/2018 00:00:00,52
11/01/2018 00:00:00,50
12/01/2018 00:00:00,51
05/01/2019 00:00:00,77
07/01/2019 00:00:00,56
01/01/2020 00:00:00,100
02/01/2020 00:00:00,36
03/01/2020 00:00:00,87
04/01/2020 00:00:00,59
05/01/2020 00:00:00,40
06/01/2020 00:00:00,46
07/01/2020 00:00:00,68
08/01/2020 00:00:00,42
09/01/2020 00:00:00,52
10/01/2020 00:00:00,46
12/01/2020 00:00:00,67
03/01/2021 00:00:00,39
12/01/2021 00:00:00,60
01/01/2022 00:00:00,54
02/01/2022 00:00:00,96
03/01/2022 00:00:00,53
04/01/2022 00:00:00,82
05/01/2022 00:00:00,79
07/01/2022 00:00:00,81
09/01/2022 00:00:00,50
10/01/2022 00:00:00,45
11/01/2022 00:00:00,51
12/01/2022 00:00:00,68
