,MVT_GT_New Orleans LA
03/01/2015 00:00:00,72
08/01/2016 00:00:00,58
10/01/2016 00:00:00,88
01/01/2017 00:00:00,59
05/01/2017 00:00:00,53
07/01/2017 00:00:00,69
09/01/2017 00:00:00,69
10/01/2017 00:00:00,71
12/01/2017 00:00:00,70
02/01/2018 00:00:00,55
04/01/2018 00:00:00,49
05/01/2018 00:00:00,51
08/01/2018 00:00:00,55
09/01/2018 00:00:00,63
11/01/2018 00:00:00,57
12/01/2018 00:00:00,98
01/01/2019 00:00:00,48
06/01/2019 00:00:00,72
07/01/2019 00:00:00,81
11/01/2019 00:00:00,69
12/01/2019 00:00:00,58
01/01/2020 00:00:00,82
02/01/2020 00:00:00,47
03/01/2020 00:00:00,43
04/01/2020 00:00:00,68
05/01/2020 00:00:00,38
07/01/2020 00:00:00,61
08/01/2020 00:00:00,52
09/01/2020 00:00:00,37
10/01/2020 00:00:00,58
11/01/2021 00:00:00,56
12/01/2021 00:00:00,80
01/01/2022 00:00:00,70
02/01/2022 00:00:00,69
03/01/2022 00:00:00,44
04/01/2022 00:00:00,100
07/01/2022 00:00:00,67
10/01/2022 00:00:00,43
11/01/2022 00:00:00,64
12/01/2022 00:00:00,64
