,MVT_GT_New Orleans LA
03/01/2016 00:00:00,76
06/01/2016 00:00:00,66
08/01/2016 00:00:00,100
02/01/2017 00:00:00,59
06/01/2017 00:00:00,57
10/01/2017 00:00:00,48
11/01/2017 00:00:00,78
08/01/2018 00:00:00,52
09/01/2018 00:00:00,50
11/01/2018 00:00:00,59
12/01/2018 00:00:00,85
01/01/2019 00:00:00,45
05/01/2019 00:00:00,59
06/01/2019 00:00:00,85
07/01/2019 00:00:00,61
08/01/2019 00:00:00,83
12/01/2019 00:00:00,57
01/01/2020 00:00:00,96
02/01/2020 00:00:00,83
03/01/2020 00:00:00,38
04/01/2020 00:00:00,56
05/01/2020 00:00:00,41
07/01/2020 00:00:00,50
08/01/2020 00:00:00,56
11/01/2020 00:00:00,52
03/01/2021 00:00:00,47
04/01/2021 00:00:00,55
12/01/2021 00:00:00,58
02/01/2022 00:00:00,68
03/01/2022 00:00:00,57
04/01/2022 00:00:00,88
07/01/2022 00:00:00,79
08/01/2022 00:00:00,46
09/01/2022 00:00:00,47
10/01/2022 00:00:00,58
11/01/2022 00:00:00,65
12/01/2022 00:00:00,71
