,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,45
2015-02-01 00:00:00,39
2015-09-01 00:00:00,30
2015-11-01 00:00:00,100
2016-01-01 00:00:00,47
2016-05-01 00:00:00,44
2016-09-01 00:00:00,20
2016-10-01 00:00:00,79
2016-12-01 00:00:00,34
2017-03-01 00:00:00,16
2017-04-01 00:00:00,29
2017-08-01 00:00:00,51
2017-09-01 00:00:00,29
2017-10-01 00:00:00,21
2017-12-01 00:00:00,17
2018-02-01 00:00:00,27
2018-08-01 00:00:00,22
2019-01-01 00:00:00,25
2019-06-01 00:00:00,59
2019-07-01 00:00:00,25
2019-08-01 00:00:00,17
2019-09-01 00:00:00,18
2020-01-01 00:00:00,22
2020-03-01 00:00:00,20
2020-05-01 00:00:00,15
2020-06-01 00:00:00,20
2020-07-01 00:00:00,20
2020-08-01 00:00:00,19
2020-09-01 00:00:00,29
2020-11-01 00:00:00,20
2020-12-01 00:00:00,16
2021-02-01 00:00:00,43
2021-04-01 00:00:00,48
2021-05-01 00:00:00,14
2021-06-01 00:00:00,33
2021-07-01 00:00:00,23
2021-11-01 00:00:00,15
2021-12-01 00:00:00,27
2022-02-01 00:00:00,31
2022-04-01 00:00:00,56
2022-06-01 00:00:00,19
2022-07-01 00:00:00,29
2022-08-01 00:00:00,23
2022-09-01 00:00:00,18
2022-11-01 00:00:00,16
2022-12-01 00:00:00,40
