,MVT_GT_Tulsa OK
2015-02-01 00:00:00,26
2015-05-01 00:00:00,20
2015-07-01 00:00:00,81
2015-09-01 00:00:00,31
2015-11-01 00:00:00,17
2015-12-01 00:00:00,9
2016-01-01 00:00:00,23
2016-02-01 00:00:00,70
2016-03-01 00:00:00,15
2016-04-01 00:00:00,18
2016-07-01 00:00:00,28
2016-08-01 00:00:00,33
2016-09-01 00:00:00,17
2016-10-01 00:00:00,32
2016-12-01 00:00:00,51
2017-01-01 00:00:00,26
2017-04-01 00:00:00,37
2017-06-01 00:00:00,15
2017-07-01 00:00:00,20
2017-09-01 00:00:00,11
2017-10-01 00:00:00,30
2017-11-01 00:00:00,50
2018-01-01 00:00:00,33
2018-03-01 00:00:00,23
2018-04-01 00:00:00,23
2018-05-01 00:00:00,35
2018-06-01 00:00:00,37
2018-07-01 00:00:00,40
2018-08-01 00:00:00,30
2018-09-01 00:00:00,60
2018-11-01 00:00:00,34
2018-12-01 00:00:00,39
2019-02-01 00:00:00,61
2019-05-01 00:00:00,24
2019-06-01 00:00:00,100
2019-08-01 00:00:00,56
2019-09-01 00:00:00,50
2019-10-01 00:00:00,89
2019-11-01 00:00:00,16
2019-12-01 00:00:00,58
2020-01-01 00:00:00,22
2020-02-01 00:00:00,21
2020-03-01 00:00:00,32
2020-05-01 00:00:00,17
2020-06-01 00:00:00,23
2020-07-01 00:00:00,16
2020-08-01 00:00:00,40
2020-09-01 00:00:00,14
2020-10-01 00:00:00,53
2020-11-01 00:00:00,51
2020-12-01 00:00:00,25
2021-02-01 00:00:00,67
2021-03-01 00:00:00,50
2021-04-01 00:00:00,20
2021-05-01 00:00:00,38
2021-06-01 00:00:00,28
2021-07-01 00:00:00,40
2021-09-01 00:00:00,27
2021-10-01 00:00:00,44
2021-12-01 00:00:00,16
2022-01-01 00:00:00,33
2022-02-01 00:00:00,34
2022-03-01 00:00:00,20
2022-04-01 00:00:00,23
2022-05-01 00:00:00,70
2022-06-01 00:00:00,20
2022-08-01 00:00:00,27
2022-09-01 00:00:00,57
2022-12-01 00:00:00,13
