,MVT_GT_New Orleans LA
04/01/2016 00:00:00,57
08/01/2016 00:00:00,71
10/01/2016 00:00:00,53
02/01/2017 00:00:00,60
06/01/2017 00:00:00,50
09/01/2017 00:00:00,47
10/01/2017 00:00:00,49
11/01/2017 00:00:00,45
12/01/2017 00:00:00,51
01/01/2018 00:00:00,50
02/01/2018 00:00:00,52
05/01/2018 00:00:00,60
09/01/2018 00:00:00,56
11/01/2018 00:00:00,55
12/01/2018 00:00:00,80
05/01/2019 00:00:00,46
06/01/2019 00:00:00,55
07/01/2019 00:00:00,63
11/01/2019 00:00:00,40
01/01/2020 00:00:00,95
02/01/2020 00:00:00,41
03/01/2020 00:00:00,43
04/01/2020 00:00:00,85
06/01/2020 00:00:00,50
07/01/2020 00:00:00,52
08/01/2020 00:00:00,47
09/01/2020 00:00:00,44
10/01/2020 00:00:00,43
12/01/2020 00:00:00,56
01/01/2021 00:00:00,36
04/01/2021 00:00:00,55
05/01/2021 00:00:00,40
01/01/2022 00:00:00,60
02/01/2022 00:00:00,62
03/01/2022 00:00:00,66
04/01/2022 00:00:00,72
07/01/2022 00:00:00,74
08/01/2022 00:00:00,63
09/01/2022 00:00:00,100
10/01/2022 00:00:00,57
11/01/2022 00:00:00,65
12/01/2022 00:00:00,63
