,MVT_GT_Colorado Springs-Pueblo CO
2015-05-01 00:00:00,100
2015-06-01 00:00:00,43
2016-01-01 00:00:00,37
2016-02-01 00:00:00,53
2016-03-01 00:00:00,34
2016-06-01 00:00:00,87
2016-07-01 00:00:00,100
2016-09-01 00:00:00,34
2016-12-01 00:00:00,44
2017-01-01 00:00:00,44
2017-02-01 00:00:00,81
2017-04-01 00:00:00,59
2017-07-01 00:00:00,56
2017-08-01 00:00:00,44
2017-09-01 00:00:00,31
2017-10-01 00:00:00,63
2017-12-01 00:00:00,27
2018-02-01 00:00:00,78
2018-04-01 00:00:00,78
2018-05-01 00:00:00,36
2018-06-01 00:00:00,76
2018-07-01 00:00:00,31
2018-08-01 00:00:00,91
2018-09-01 00:00:00,92
2018-11-01 00:00:00,53
2018-12-01 00:00:00,21
2019-02-01 00:00:00,35
2019-03-01 00:00:00,50
2019-04-01 00:00:00,32
2019-06-01 00:00:00,50
2019-07-01 00:00:00,58
2019-08-01 00:00:00,39
2019-10-01 00:00:00,21
2019-11-01 00:00:00,45
2020-01-01 00:00:00,63
2020-04-01 00:00:00,45
2020-07-01 00:00:00,26
2020-09-01 00:00:00,97
2020-10-01 00:00:00,18
2020-11-01 00:00:00,83
2021-02-01 00:00:00,45
2021-03-01 00:00:00,34
2021-04-01 00:00:00,27
2021-07-01 00:00:00,62
2021-09-01 00:00:00,41
2021-10-01 00:00:00,27
2021-12-01 00:00:00,52
2022-02-01 00:00:00,20
2022-03-01 00:00:00,31
2022-04-01 00:00:00,62
2022-05-01 00:00:00,48
2022-06-01 00:00:00,33
2022-07-01 00:00:00,36
2022-08-01 00:00:00,18
