,MVT_GT_Cincinnati OH
05/01/2015 00:00:00,57
08/01/2015 00:00:00,58
12/01/2015 00:00:00,57
03/01/2016 00:00:00,69
06/01/2016 00:00:00,45
07/01/2016 00:00:00,45
10/01/2016 00:00:00,67
11/01/2016 00:00:00,52
01/01/2017 00:00:00,56
03/01/2017 00:00:00,86
06/01/2017 00:00:00,49
07/01/2017 00:00:00,59
08/01/2017 00:00:00,43
12/01/2017 00:00:00,58
02/01/2018 00:00:00,49
04/01/2018 00:00:00,42
06/01/2018 00:00:00,35
07/01/2018 00:00:00,37
08/01/2018 00:00:00,74
09/01/2018 00:00:00,39
10/01/2018 00:00:00,50
01/01/2019 00:00:00,39
02/01/2019 00:00:00,50
07/01/2019 00:00:00,45
08/01/2019 00:00:00,72
09/01/2019 00:00:00,36
10/01/2019 00:00:00,40
11/01/2019 00:00:00,45
01/01/2020 00:00:00,90
03/01/2020 00:00:00,53
04/01/2020 00:00:00,29
05/01/2020 00:00:00,35
06/01/2020 00:00:00,44
07/01/2020 00:00:00,42
08/01/2020 00:00:00,54
09/01/2020 00:00:00,75
12/01/2020 00:00:00,55
01/01/2021 00:00:00,39
02/01/2021 00:00:00,42
03/01/2021 00:00:00,44
06/01/2021 00:00:00,67
07/01/2021 00:00:00,34
09/01/2021 00:00:00,52
10/01/2021 00:00:00,76
11/01/2021 00:00:00,47
12/01/2021 00:00:00,35
01/01/2022 00:00:00,52
02/01/2022 00:00:00,40
03/01/2022 00:00:00,66
04/01/2022 00:00:00,51
05/01/2022 00:00:00,34
07/01/2022 00:00:00,80
08/01/2022 00:00:00,70
09/01/2022 00:00:00,75
10/01/2022 00:00:00,72
11/01/2022 00:00:00,39
12/01/2022 00:00:00,100
