,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,75
2015-03-01 00:00:00,17
2015-04-01 00:00:00,45
2015-05-01 00:00:00,17
2015-06-01 00:00:00,38
2015-07-01 00:00:00,100
2015-08-01 00:00:00,31
2015-09-01 00:00:00,76
2015-10-01 00:00:00,61
2015-11-01 00:00:00,29
2015-12-01 00:00:00,53
2016-05-01 00:00:00,80
2016-06-01 00:00:00,90
2016-07-01 00:00:00,60
2016-08-01 00:00:00,32
2016-10-01 00:00:00,27
2016-11-01 00:00:00,27
2016-12-01 00:00:00,54
2017-01-01 00:00:00,72
2017-03-01 00:00:00,24
2017-06-01 00:00:00,38
2017-07-01 00:00:00,55
2017-08-01 00:00:00,62
2017-10-01 00:00:00,55
2017-11-01 00:00:00,75
2017-12-01 00:00:00,35
2018-01-01 00:00:00,47
2018-02-01 00:00:00,17
2018-03-01 00:00:00,35
2018-04-01 00:00:00,58
2018-05-01 00:00:00,22
2018-06-01 00:00:00,31
2018-08-01 00:00:00,21
2018-09-01 00:00:00,24
2018-10-01 00:00:00,16
2018-11-01 00:00:00,66
2019-01-01 00:00:00,35
2019-02-01 00:00:00,42
2019-05-01 00:00:00,35
2019-06-01 00:00:00,32
2019-08-01 00:00:00,24
2019-11-01 00:00:00,74
2019-12-01 00:00:00,30
2020-01-01 00:00:00,30
2020-03-01 00:00:00,52
2020-04-01 00:00:00,20
2020-05-01 00:00:00,13
2020-06-01 00:00:00,58
2020-07-01 00:00:00,35
2020-09-01 00:00:00,81
2020-10-01 00:00:00,27
2020-11-01 00:00:00,38
2021-01-01 00:00:00,17
2021-02-01 00:00:00,70
2021-04-01 00:00:00,32
2021-06-01 00:00:00,24
2021-07-01 00:00:00,78
2021-08-01 00:00:00,35
2021-09-01 00:00:00,27
2022-02-01 00:00:00,52
2022-03-01 00:00:00,47
2022-04-01 00:00:00,27
2022-06-01 00:00:00,30
2022-08-01 00:00:00,62
2022-09-01 00:00:00,28
2022-10-01 00:00:00,23
2022-11-01 00:00:00,78
2022-12-01 00:00:00,34
