,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,54
2015-03-01 00:00:00,94
2015-10-01 00:00:00,45
2016-03-01 00:00:00,21
2016-08-01 00:00:00,31
2016-09-01 00:00:00,42
2016-10-01 00:00:00,38
2016-11-01 00:00:00,33
2017-04-01 00:00:00,35
2017-05-01 00:00:00,31
2017-07-01 00:00:00,45
2017-09-01 00:00:00,71
2017-10-01 00:00:00,51
2017-11-01 00:00:00,59
2017-12-01 00:00:00,51
2018-02-01 00:00:00,38
2018-05-01 00:00:00,21
2018-06-01 00:00:00,28
2018-09-01 00:00:00,44
2018-11-01 00:00:00,54
2019-04-01 00:00:00,37
2019-05-01 00:00:00,58
2019-06-01 00:00:00,29
2019-09-01 00:00:00,22
2019-11-01 00:00:00,28
2019-12-01 00:00:00,47
2020-01-01 00:00:00,23
2020-02-01 00:00:00,85
2020-05-01 00:00:00,15
2020-09-01 00:00:00,31
2020-11-01 00:00:00,76
2020-12-01 00:00:00,27
2021-01-01 00:00:00,47
2021-02-01 00:00:00,22
2021-04-01 00:00:00,41
2021-05-01 00:00:00,38
2021-08-01 00:00:00,100
2021-12-01 00:00:00,52
2022-01-01 00:00:00,40
2022-02-01 00:00:00,47
2022-03-01 00:00:00,35
2022-06-01 00:00:00,45
2022-07-01 00:00:00,74
2022-09-01 00:00:00,34
2022-10-01 00:00:00,37
2022-12-01 00:00:00,52
