,MVT_GT_Memphis TN
2015-01-01 00:00:00,34
2015-02-01 00:00:00,58
2015-05-01 00:00:00,45
2015-06-01 00:00:00,51
2015-07-01 00:00:00,42
2015-10-01 00:00:00,38
2016-01-01 00:00:00,39
2016-02-01 00:00:00,34
2016-04-01 00:00:00,29
2016-06-01 00:00:00,47
2016-07-01 00:00:00,58
2016-09-01 00:00:00,86
2016-11-01 00:00:00,42
2016-12-01 00:00:00,62
2017-01-01 00:00:00,73
2017-05-01 00:00:00,68
2017-06-01 00:00:00,44
2017-07-01 00:00:00,55
2017-10-01 00:00:00,50
2017-11-01 00:00:00,100
2017-12-01 00:00:00,44
2018-01-01 00:00:00,55
2018-02-01 00:00:00,38
2018-03-01 00:00:00,46
2018-04-01 00:00:00,63
2018-05-01 00:00:00,31
2018-08-01 00:00:00,39
2018-09-01 00:00:00,60
2018-11-01 00:00:00,26
2018-12-01 00:00:00,42
2019-02-01 00:00:00,62
2019-03-01 00:00:00,47
2019-04-01 00:00:00,31
2019-05-01 00:00:00,80
2019-07-01 00:00:00,79
2019-08-01 00:00:00,42
2019-09-01 00:00:00,70
2019-10-01 00:00:00,45
2019-11-01 00:00:00,22
2019-12-01 00:00:00,45
2020-01-01 00:00:00,74
2020-03-01 00:00:00,22
2020-05-01 00:00:00,30
2020-06-01 00:00:00,48
2020-07-01 00:00:00,69
2020-08-01 00:00:00,33
2020-09-01 00:00:00,71
2020-10-01 00:00:00,35
2020-11-01 00:00:00,42
2020-12-01 00:00:00,52
2021-02-01 00:00:00,27
2021-04-01 00:00:00,49
2021-05-01 00:00:00,18
2021-06-01 00:00:00,33
2021-09-01 00:00:00,76
2021-10-01 00:00:00,68
2021-11-01 00:00:00,31
2021-12-01 00:00:00,68
2022-01-01 00:00:00,60
2022-02-01 00:00:00,46
2022-03-01 00:00:00,24
2022-04-01 00:00:00,42
2022-05-01 00:00:00,90
2022-06-01 00:00:00,75
2022-07-01 00:00:00,82
2022-08-01 00:00:00,63
2022-10-01 00:00:00,72
2022-11-01 00:00:00,68
2022-12-01 00:00:00,83
