,MVT_GT_New Orleans LA
03/01/2015 00:00:00,100
05/01/2016 00:00:00,50
08/01/2016 00:00:00,72
02/01/2017 00:00:00,56
03/01/2017 00:00:00,36
05/01/2017 00:00:00,76
06/01/2017 00:00:00,62
08/01/2017 00:00:00,43
10/01/2017 00:00:00,62
12/01/2017 00:00:00,53
01/01/2018 00:00:00,43
02/01/2018 00:00:00,49
04/01/2018 00:00:00,46
05/01/2018 00:00:00,41
08/01/2018 00:00:00,40
11/01/2018 00:00:00,53
12/01/2018 00:00:00,72
03/01/2019 00:00:00,53
05/01/2019 00:00:00,70
06/01/2019 00:00:00,58
07/01/2019 00:00:00,72
09/01/2019 00:00:00,34
12/01/2019 00:00:00,40
01/01/2020 00:00:00,73
02/01/2020 00:00:00,68
03/01/2020 00:00:00,31
04/01/2020 00:00:00,52
05/01/2020 00:00:00,45
07/01/2020 00:00:00,34
08/01/2020 00:00:00,43
09/01/2020 00:00:00,46
05/01/2021 00:00:00,39
06/01/2021 00:00:00,36
07/01/2021 00:00:00,37
08/01/2021 00:00:00,51
12/01/2021 00:00:00,61
01/01/2022 00:00:00,44
02/01/2022 00:00:00,92
03/01/2022 00:00:00,36
04/01/2022 00:00:00,74
05/01/2022 00:00:00,44
07/01/2022 00:00:00,68
08/01/2022 00:00:00,47
10/01/2022 00:00:00,62
11/01/2022 00:00:00,58
12/01/2022 00:00:00,57
