,MVT_GT_Cincinnati OH
02/01/2015 00:00:00,100
01/01/2016 00:00:00,34
03/01/2016 00:00:00,44
06/01/2016 00:00:00,39
07/01/2016 00:00:00,36
10/01/2016 00:00:00,34
11/01/2016 00:00:00,35
12/01/2016 00:00:00,62
01/01/2017 00:00:00,35
03/01/2017 00:00:00,48
05/01/2017 00:00:00,34
06/01/2017 00:00:00,42
07/01/2017 00:00:00,65
09/01/2017 00:00:00,60
12/01/2017 00:00:00,35
02/01/2018 00:00:00,29
03/01/2018 00:00:00,53
08/01/2018 00:00:00,47
10/01/2018 00:00:00,32
12/01/2018 00:00:00,56
02/01/2019 00:00:00,42
04/01/2019 00:00:00,35
06/01/2019 00:00:00,40
07/01/2019 00:00:00,37
08/01/2019 00:00:00,58
09/01/2019 00:00:00,34
10/01/2019 00:00:00,30
11/01/2019 00:00:00,24
12/01/2019 00:00:00,24
01/01/2020 00:00:00,41
02/01/2020 00:00:00,24
03/01/2020 00:00:00,27
05/01/2020 00:00:00,27
06/01/2020 00:00:00,24
07/01/2020 00:00:00,36
08/01/2020 00:00:00,49
09/01/2020 00:00:00,23
01/01/2021 00:00:00,24
03/01/2021 00:00:00,47
06/01/2021 00:00:00,30
09/01/2021 00:00:00,38
10/01/2021 00:00:00,74
12/01/2021 00:00:00,45
01/01/2022 00:00:00,53
02/01/2022 00:00:00,41
03/01/2022 00:00:00,52
04/01/2022 00:00:00,38
05/01/2022 00:00:00,31
07/01/2022 00:00:00,65
08/01/2022 00:00:00,64
09/01/2022 00:00:00,61
10/01/2022 00:00:00,65
11/01/2022 00:00:00,24
12/01/2022 00:00:00,75
