,MVT_GT_Cincinnati OH
11/01/2015 00:00:00,37
03/01/2016 00:00:00,65
06/01/2016 00:00:00,40
07/01/2016 00:00:00,32
10/01/2016 00:00:00,53
11/01/2016 00:00:00,33
02/01/2017 00:00:00,33
03/01/2017 00:00:00,34
05/01/2017 00:00:00,34
06/01/2017 00:00:00,38
07/01/2017 00:00:00,47
08/01/2017 00:00:00,25
09/01/2017 00:00:00,35
12/01/2017 00:00:00,41
02/01/2018 00:00:00,36
03/01/2018 00:00:00,32
06/01/2018 00:00:00,41
08/01/2018 00:00:00,66
10/01/2018 00:00:00,27
02/01/2019 00:00:00,35
04/01/2019 00:00:00,25
05/01/2019 00:00:00,26
06/01/2019 00:00:00,27
07/01/2019 00:00:00,36
08/01/2019 00:00:00,57
09/01/2019 00:00:00,43
10/01/2019 00:00:00,24
11/01/2019 00:00:00,28
01/01/2020 00:00:00,27
03/01/2020 00:00:00,22
05/01/2020 00:00:00,27
07/01/2020 00:00:00,30
08/01/2020 00:00:00,45
09/01/2020 00:00:00,32
12/01/2020 00:00:00,27
01/01/2021 00:00:00,33
02/01/2021 00:00:00,30
03/01/2021 00:00:00,36
06/01/2021 00:00:00,36
10/01/2021 00:00:00,57
11/01/2021 00:00:00,100
12/01/2021 00:00:00,39
01/01/2022 00:00:00,38
02/01/2022 00:00:00,25
03/01/2022 00:00:00,55
04/01/2022 00:00:00,31
05/01/2022 00:00:00,23
06/01/2022 00:00:00,31
07/01/2022 00:00:00,44
08/01/2022 00:00:00,53
09/01/2022 00:00:00,66
10/01/2022 00:00:00,56
11/01/2022 00:00:00,30
12/01/2022 00:00:00,74
