,MVT_GT_Bakersfield CA
2015-05-01 00:00:00,32
2015-07-01 00:00:00,34
2015-08-01 00:00:00,24
2015-09-01 00:00:00,24
2016-02-01 00:00:00,26
2016-03-01 00:00:00,24
2016-05-01 00:00:00,23
2016-06-01 00:00:00,33
2016-07-01 00:00:00,18
2016-08-01 00:00:00,100
2017-01-01 00:00:00,14
2017-02-01 00:00:00,12
2017-03-01 00:00:00,19
2017-04-01 00:00:00,28
2017-05-01 00:00:00,26
2017-06-01 00:00:00,23
2017-07-01 00:00:00,9
2017-08-01 00:00:00,16
2017-09-01 00:00:00,36
2017-10-01 00:00:00,28
2017-12-01 00:00:00,19
2018-02-01 00:00:00,33
2018-03-01 00:00:00,9
2018-05-01 00:00:00,15
2018-06-01 00:00:00,26
2018-07-01 00:00:00,27
2018-08-01 00:00:00,9
2018-11-01 00:00:00,19
2018-12-01 00:00:00,9
2019-01-01 00:00:00,13
2019-02-01 00:00:00,21
2019-03-01 00:00:00,16
2019-05-01 00:00:00,7
2019-06-01 00:00:00,57
2019-07-01 00:00:00,25
2019-08-01 00:00:00,20
2019-10-01 00:00:00,20
2019-11-01 00:00:00,19
2020-01-01 00:00:00,26
2020-02-01 00:00:00,16
2020-03-01 00:00:00,17
2020-04-01 00:00:00,17
2020-05-01 00:00:00,16
2020-07-01 00:00:00,21
2020-08-01 00:00:00,13
2020-09-01 00:00:00,27
2020-10-01 00:00:00,12
2020-11-01 00:00:00,30
2020-12-01 00:00:00,24
2021-01-01 00:00:00,15
2021-02-01 00:00:00,14
2021-03-01 00:00:00,21
2021-04-01 00:00:00,25
2021-05-01 00:00:00,22
2021-06-01 00:00:00,28
2021-07-01 00:00:00,25
2021-08-01 00:00:00,29
2021-09-01 00:00:00,10
2021-10-01 00:00:00,16
2021-11-01 00:00:00,19
2021-12-01 00:00:00,20
2022-01-01 00:00:00,21
2022-02-01 00:00:00,17
2022-04-01 00:00:00,24
2022-05-01 00:00:00,32
2022-07-01 00:00:00,20
2022-08-01 00:00:00,48
2022-09-01 00:00:00,10
2022-10-01 00:00:00,18
2022-11-01 00:00:00,23
2022-12-01 00:00:00,28
