,MVT_GT_Cincinnati OH
01/01/2016 00:00:00,43
03/01/2016 00:00:00,73
05/01/2016 00:00:00,52
06/01/2016 00:00:00,47
07/01/2016 00:00:00,61
08/01/2016 00:00:00,75
10/01/2016 00:00:00,77
11/01/2016 00:00:00,58
02/01/2017 00:00:00,61
03/01/2017 00:00:00,52
06/01/2017 00:00:00,56
07/01/2017 00:00:00,45
12/01/2017 00:00:00,61
02/01/2018 00:00:00,49
03/01/2018 00:00:00,47
06/01/2018 00:00:00,65
07/01/2018 00:00:00,65
08/01/2018 00:00:00,55
09/01/2018 00:00:00,71
10/01/2018 00:00:00,46
02/01/2019 00:00:00,58
04/01/2019 00:00:00,59
07/01/2019 00:00:00,54
08/01/2019 00:00:00,86
09/01/2019 00:00:00,67
10/01/2019 00:00:00,62
11/01/2019 00:00:00,36
12/01/2019 00:00:00,38
01/01/2020 00:00:00,68
02/01/2020 00:00:00,54
03/01/2020 00:00:00,42
04/01/2020 00:00:00,34
05/01/2020 00:00:00,56
06/01/2020 00:00:00,58
07/01/2020 00:00:00,42
08/01/2020 00:00:00,39
09/01/2020 00:00:00,47
10/01/2020 00:00:00,36
12/01/2020 00:00:00,63
01/01/2021 00:00:00,43
02/01/2021 00:00:00,40
03/01/2021 00:00:00,50
06/01/2021 00:00:00,75
07/01/2021 00:00:00,41
09/01/2021 00:00:00,62
10/01/2021 00:00:00,98
12/01/2021 00:00:00,39
01/01/2022 00:00:00,69
03/01/2022 00:00:00,95
04/01/2022 00:00:00,41
05/01/2022 00:00:00,43
06/01/2022 00:00:00,44
07/01/2022 00:00:00,89
08/01/2022 00:00:00,88
09/01/2022 00:00:00,82
10/01/2022 00:00:00,100
11/01/2022 00:00:00,39
12/01/2022 00:00:00,99
