,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,66
2015-02-01 00:00:00,49
2015-04-01 00:00:00,91
2015-10-01 00:00:00,57
2015-11-01 00:00:00,46
2016-01-01 00:00:00,26
2016-03-01 00:00:00,49
2016-05-01 00:00:00,26
2016-06-01 00:00:00,100
2016-07-01 00:00:00,31
2016-08-01 00:00:00,37
2016-11-01 00:00:00,71
2017-01-01 00:00:00,33
2017-02-01 00:00:00,36
2017-03-01 00:00:00,50
2017-05-01 00:00:00,42
2017-07-01 00:00:00,81
2017-08-01 00:00:00,29
2017-09-01 00:00:00,97
2017-11-01 00:00:00,99
2018-02-01 00:00:00,46
2018-03-01 00:00:00,22
2018-05-01 00:00:00,29
2018-06-01 00:00:00,25
2018-07-01 00:00:00,41
2018-08-01 00:00:00,78
2018-11-01 00:00:00,68
2019-01-01 00:00:00,45
2019-03-01 00:00:00,51
2019-04-01 00:00:00,67
2019-05-01 00:00:00,41
2019-06-01 00:00:00,50
2019-08-01 00:00:00,46
2019-11-01 00:00:00,42
2019-12-01 00:00:00,27
2020-01-01 00:00:00,47
2020-05-01 00:00:00,32
2020-06-01 00:00:00,16
2020-08-01 00:00:00,31
2020-09-01 00:00:00,23
2020-11-01 00:00:00,35
2020-12-01 00:00:00,25
2021-01-01 00:00:00,19
2021-02-01 00:00:00,28
2021-07-01 00:00:00,72
2021-08-01 00:00:00,28
2021-10-01 00:00:00,41
2021-11-01 00:00:00,89
2021-12-01 00:00:00,54
2022-01-01 00:00:00,21
2022-03-01 00:00:00,50
2022-04-01 00:00:00,50
2022-05-01 00:00:00,33
2022-07-01 00:00:00,42
2022-09-01 00:00:00,25
2022-10-01 00:00:00,19
2022-11-01 00:00:00,37
2022-12-01 00:00:00,22
