,MVT_GT_Wichita-Hutchinson KS
2015-03-01 00:00:00,88
2015-05-01 00:00:00,34
2015-07-01 00:00:00,60
2015-11-01 00:00:00,100
2016-07-01 00:00:00,28
2016-09-01 00:00:00,52
2017-01-01 00:00:00,58
2017-04-01 00:00:00,77
2017-06-01 00:00:00,60
2017-07-01 00:00:00,68
2017-12-01 00:00:00,58
2018-02-01 00:00:00,49
2018-03-01 00:00:00,71
2018-08-01 00:00:00,23
2018-09-01 00:00:00,57
2018-10-01 00:00:00,42
2018-12-01 00:00:00,78
2019-04-01 00:00:00,44
2019-05-01 00:00:00,31
2019-09-01 00:00:00,69
2019-10-01 00:00:00,24
2019-11-01 00:00:00,48
2020-02-01 00:00:00,33
2020-03-01 00:00:00,32
2020-05-01 00:00:00,37
2020-06-01 00:00:00,22
2020-11-01 00:00:00,82
2020-12-01 00:00:00,57
2021-01-01 00:00:00,53
2021-08-01 00:00:00,72
2021-09-01 00:00:00,25
2021-10-01 00:00:00,36
2021-11-01 00:00:00,37
2021-12-01 00:00:00,31
2022-02-01 00:00:00,65
2022-03-01 00:00:00,27
2022-05-01 00:00:00,30
2022-06-01 00:00:00,44
2022-07-01 00:00:00,28
2022-08-01 00:00:00,49
2022-10-01 00:00:00,37
2022-12-01 00:00:00,43
