,MVT_GT_New Orleans LA
04/01/2015 00:00:00,68
09/01/2015 00:00:00,87
08/01/2016 00:00:00,77
09/01/2016 00:00:00,91
02/01/2017 00:00:00,76
03/01/2017 00:00:00,42
06/01/2017 00:00:00,55
07/01/2017 00:00:00,67
11/01/2017 00:00:00,55
04/01/2018 00:00:00,64
05/01/2018 00:00:00,49
08/01/2018 00:00:00,56
09/01/2018 00:00:00,69
10/01/2018 00:00:00,50
11/01/2018 00:00:00,44
12/01/2018 00:00:00,67
01/01/2019 00:00:00,59
05/01/2019 00:00:00,67
06/01/2019 00:00:00,68
07/01/2019 00:00:00,91
09/01/2019 00:00:00,42
11/01/2019 00:00:00,57
12/01/2019 00:00:00,40
01/01/2020 00:00:00,100
02/01/2020 00:00:00,63
03/01/2020 00:00:00,58
04/01/2020 00:00:00,65
05/01/2020 00:00:00,62
06/01/2020 00:00:00,36
08/01/2020 00:00:00,47
10/01/2020 00:00:00,41
11/01/2020 00:00:00,40
03/01/2021 00:00:00,42
01/01/2022 00:00:00,59
02/01/2022 00:00:00,81
03/01/2022 00:00:00,65
04/01/2022 00:00:00,77
05/01/2022 00:00:00,41
07/01/2022 00:00:00,82
08/01/2022 00:00:00,45
09/01/2022 00:00:00,69
10/01/2022 00:00:00,54
11/01/2022 00:00:00,80
12/01/2022 00:00:00,63
