,MVT_GT_Colorado Springs-Pueblo CO
2015-02-01 00:00:00,73
2015-05-01 00:00:00,47
2015-07-01 00:00:00,41
2015-09-01 00:00:00,57
2015-11-01 00:00:00,45
2016-02-01 00:00:00,32
2016-05-01 00:00:00,86
2016-06-01 00:00:00,51
2016-07-01 00:00:00,41
2016-12-01 00:00:00,40
2017-01-01 00:00:00,41
2017-02-01 00:00:00,68
2017-04-01 00:00:00,36
2017-05-01 00:00:00,48
2017-06-01 00:00:00,39
2017-10-01 00:00:00,19
2017-11-01 00:00:00,34
2017-12-01 00:00:00,57
2018-01-01 00:00:00,38
2018-02-01 00:00:00,61
2018-03-01 00:00:00,67
2018-04-01 00:00:00,34
2018-05-01 00:00:00,37
2018-08-01 00:00:00,84
2018-09-01 00:00:00,91
2018-10-01 00:00:00,42
2018-11-01 00:00:00,62
2018-12-01 00:00:00,26
2019-01-01 00:00:00,43
2019-03-01 00:00:00,77
2019-04-01 00:00:00,55
2019-06-01 00:00:00,55
2019-07-01 00:00:00,55
2019-09-01 00:00:00,43
2019-10-01 00:00:00,50
2019-11-01 00:00:00,100
2020-01-01 00:00:00,45
2020-02-01 00:00:00,43
2020-03-01 00:00:00,16
2020-05-01 00:00:00,22
2020-06-01 00:00:00,47
2020-07-01 00:00:00,87
2020-08-01 00:00:00,16
2020-09-01 00:00:00,54
2020-11-01 00:00:00,49
2020-12-01 00:00:00,65
2021-01-01 00:00:00,33
2021-02-01 00:00:00,50
2021-03-01 00:00:00,49
2021-04-01 00:00:00,21
2021-05-01 00:00:00,22
2021-07-01 00:00:00,95
2021-08-01 00:00:00,88
2021-09-01 00:00:00,50
2021-11-01 00:00:00,67
2022-01-01 00:00:00,20
2022-02-01 00:00:00,79
2022-03-01 00:00:00,62
2022-04-01 00:00:00,51
2022-05-01 00:00:00,72
2022-06-01 00:00:00,49
2022-07-01 00:00:00,52
2022-09-01 00:00:00,52
2022-10-01 00:00:00,34
2022-11-01 00:00:00,21
2022-12-01 00:00:00,23
