,MVT_GT_Tulsa OK
2015-03-01 00:00:00,31
2015-05-01 00:00:00,19
2015-08-01 00:00:00,35
2015-10-01 00:00:00,54
2015-11-01 00:00:00,38
2016-01-01 00:00:00,15
2016-02-01 00:00:00,20
2016-05-01 00:00:00,24
2016-07-01 00:00:00,21
2016-08-01 00:00:00,27
2016-09-01 00:00:00,35
2016-10-01 00:00:00,14
2016-11-01 00:00:00,28
2016-12-01 00:00:00,13
2017-01-01 00:00:00,18
2017-04-01 00:00:00,22
2017-06-01 00:00:00,38
2017-09-01 00:00:00,7
2017-10-01 00:00:00,11
2017-11-01 00:00:00,20
2018-01-01 00:00:00,45
2018-02-01 00:00:00,15
2018-03-01 00:00:00,43
2018-04-01 00:00:00,37
2018-05-01 00:00:00,37
2018-06-01 00:00:00,23
2018-08-01 00:00:00,19
2018-09-01 00:00:00,67
2018-10-01 00:00:00,29
2018-11-01 00:00:00,22
2018-12-01 00:00:00,30
2019-01-01 00:00:00,14
2019-02-01 00:00:00,20
2019-04-01 00:00:00,16
2019-05-01 00:00:00,18
2019-06-01 00:00:00,30
2019-07-01 00:00:00,32
2019-09-01 00:00:00,16
2019-10-01 00:00:00,24
2019-11-01 00:00:00,27
2019-12-01 00:00:00,40
2020-01-01 00:00:00,15
2020-02-01 00:00:00,100
2020-03-01 00:00:00,28
2020-04-01 00:00:00,16
2020-05-01 00:00:00,21
2020-07-01 00:00:00,40
2020-08-01 00:00:00,28
2020-09-01 00:00:00,14
2020-10-01 00:00:00,13
2020-11-01 00:00:00,40
2020-12-01 00:00:00,51
2021-01-01 00:00:00,40
2021-03-01 00:00:00,16
2021-05-01 00:00:00,22
2021-06-01 00:00:00,12
2021-08-01 00:00:00,20
2021-09-01 00:00:00,60
2021-10-01 00:00:00,15
2021-12-01 00:00:00,11
2022-01-01 00:00:00,18
2022-02-01 00:00:00,30
2022-04-01 00:00:00,19
2022-05-01 00:00:00,33
2022-06-01 00:00:00,21
2022-07-01 00:00:00,75
2022-08-01 00:00:00,18
2022-10-01 00:00:00,27
2022-11-01 00:00:00,16
