,MVT_GT_New Orleans LA
03/01/2015 00:00:00,70
10/01/2015 00:00:00,98
08/01/2016 00:00:00,64
10/01/2016 00:00:00,54
02/01/2017 00:00:00,96
09/01/2017 00:00:00,51
10/01/2017 00:00:00,48
11/01/2017 00:00:00,86
12/01/2017 00:00:00,50
01/01/2018 00:00:00,53
02/01/2018 00:00:00,77
03/01/2018 00:00:00,71
04/01/2018 00:00:00,53
05/01/2018 00:00:00,73
10/01/2018 00:00:00,46
11/01/2018 00:00:00,54
12/01/2018 00:00:00,91
05/01/2019 00:00:00,59
06/01/2019 00:00:00,79
07/01/2019 00:00:00,58
09/01/2019 00:00:00,78
11/01/2019 00:00:00,49
12/01/2019 00:00:00,92
01/01/2020 00:00:00,100
04/01/2020 00:00:00,74
05/01/2020 00:00:00,61
06/01/2020 00:00:00,39
08/01/2020 00:00:00,64
09/01/2020 00:00:00,50
10/01/2020 00:00:00,47
12/01/2020 00:00:00,50
01/01/2021 00:00:00,48
03/01/2021 00:00:00,59
04/01/2021 00:00:00,46
01/01/2022 00:00:00,50
03/01/2022 00:00:00,53
04/01/2022 00:00:00,96
07/01/2022 00:00:00,92
11/01/2022 00:00:00,99
12/01/2022 00:00:00,47
