,MVT_GT_New Orleans LA
09/01/2015 00:00:00,100
12/01/2015 00:00:00,52
02/01/2016 00:00:00,37
08/01/2016 00:00:00,34
10/01/2016 00:00:00,28
02/01/2017 00:00:00,30
06/01/2017 00:00:00,32
08/01/2017 00:00:00,43
09/01/2017 00:00:00,27
10/01/2017 00:00:00,32
12/01/2017 00:00:00,33
02/01/2018 00:00:00,37
08/01/2018 00:00:00,25
11/01/2018 00:00:00,46
01/01/2019 00:00:00,23
02/01/2019 00:00:00,26
03/01/2019 00:00:00,25
05/01/2019 00:00:00,36
06/01/2019 00:00:00,42
07/01/2019 00:00:00,40
11/01/2019 00:00:00,26
12/01/2019 00:00:00,34
01/01/2020 00:00:00,55
04/01/2020 00:00:00,35
06/01/2020 00:00:00,23
07/01/2020 00:00:00,21
08/01/2020 00:00:00,19
09/01/2020 00:00:00,27
10/01/2020 00:00:00,22
03/01/2021 00:00:00,20
04/01/2021 00:00:00,25
05/01/2021 00:00:00,28
11/01/2021 00:00:00,29
12/01/2021 00:00:00,28
01/01/2022 00:00:00,61
02/01/2022 00:00:00,49
03/01/2022 00:00:00,34
04/01/2022 00:00:00,47
05/01/2022 00:00:00,31
07/01/2022 00:00:00,49
08/01/2022 00:00:00,41
10/01/2022 00:00:00,30
11/01/2022 00:00:00,38
12/01/2022 00:00:00,34
