,MVT_GT_Memphis TN
2015-02-01 00:00:00,48
2015-03-01 00:00:00,51
2015-08-01 00:00:00,67
2015-09-01 00:00:00,44
2015-11-01 00:00:00,41
2016-01-01 00:00:00,17
2016-04-01 00:00:00,35
2016-07-01 00:00:00,67
2016-09-01 00:00:00,27
2016-11-01 00:00:00,34
2016-12-01 00:00:00,28
2017-01-01 00:00:00,38
2017-02-01 00:00:00,18
2017-03-01 00:00:00,16
2017-05-01 00:00:00,48
2017-06-01 00:00:00,29
2017-07-01 00:00:00,27
2017-09-01 00:00:00,43
2017-10-01 00:00:00,37
2017-11-01 00:00:00,100
2017-12-01 00:00:00,28
2018-01-01 00:00:00,28
2018-02-01 00:00:00,39
2018-03-01 00:00:00,38
2018-04-01 00:00:00,54
2018-05-01 00:00:00,29
2018-07-01 00:00:00,34
2018-09-01 00:00:00,46
2018-10-01 00:00:00,22
2018-11-01 00:00:00,13
2018-12-01 00:00:00,17
2019-02-01 00:00:00,25
2019-05-01 00:00:00,47
2019-06-01 00:00:00,59
2019-08-01 00:00:00,39
2019-09-01 00:00:00,62
2019-12-01 00:00:00,20
2020-01-01 00:00:00,14
2020-02-01 00:00:00,19
2020-04-01 00:00:00,19
2020-05-01 00:00:00,53
2020-06-01 00:00:00,25
2020-07-01 00:00:00,26
2020-08-01 00:00:00,29
2020-09-01 00:00:00,46
2020-10-01 00:00:00,15
2020-11-01 00:00:00,16
2020-12-01 00:00:00,36
2021-01-01 00:00:00,23
2021-02-01 00:00:00,32
2021-04-01 00:00:00,30
2021-06-01 00:00:00,33
2021-07-01 00:00:00,59
2021-10-01 00:00:00,23
2021-11-01 00:00:00,21
2021-12-01 00:00:00,28
2022-02-01 00:00:00,38
2022-03-01 00:00:00,14
2022-04-01 00:00:00,15
2022-05-01 00:00:00,43
2022-06-01 00:00:00,15
2022-07-01 00:00:00,51
2022-08-01 00:00:00,40
2022-09-01 00:00:00,53
2022-10-01 00:00:00,53
2022-11-01 00:00:00,57
2022-12-01 00:00:00,45
