,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,100
2015-03-01 00:00:00,36
2015-04-01 00:00:00,22
2015-09-01 00:00:00,40
2015-10-01 00:00:00,31
2015-11-01 00:00:00,27
2015-12-01 00:00:00,26
2016-01-01 00:00:00,19
2017-01-01 00:00:00,11
2017-02-01 00:00:00,10
2017-03-01 00:00:00,19
2017-04-01 00:00:00,18
2017-05-01 00:00:00,22
2017-07-01 00:00:00,16
2017-08-01 00:00:00,37
2017-09-01 00:00:00,19
2017-11-01 00:00:00,16
2017-12-01 00:00:00,19
2018-02-01 00:00:00,44
2018-05-01 00:00:00,15
2018-06-01 00:00:00,21
2018-08-01 00:00:00,34
2018-09-01 00:00:00,33
2018-11-01 00:00:00,40
2019-01-01 00:00:00,15
2019-04-01 00:00:00,12
2019-05-01 00:00:00,22
2019-06-01 00:00:00,21
2019-08-01 00:00:00,9
2019-12-01 00:00:00,18
2020-01-01 00:00:00,19
2020-03-01 00:00:00,17
2020-04-01 00:00:00,11
2020-05-01 00:00:00,10
2020-06-01 00:00:00,18
2020-07-01 00:00:00,14
2020-08-01 00:00:00,9
2020-09-01 00:00:00,32
2020-11-01 00:00:00,30
2021-01-01 00:00:00,13
2021-02-01 00:00:00,10
2021-03-01 00:00:00,17
2021-04-01 00:00:00,17
2021-06-01 00:00:00,24
2021-07-01 00:00:00,30
2021-08-01 00:00:00,43
2021-10-01 00:00:00,25
2021-12-01 00:00:00,15
2022-02-01 00:00:00,27
2022-03-01 00:00:00,7
2022-04-01 00:00:00,11
2022-05-01 00:00:00,15
2022-08-01 00:00:00,21
2022-09-01 00:00:00,9
2022-10-01 00:00:00,9
2022-12-01 00:00:00,19
