,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,18
2015-02-01 00:00:00,17
2015-03-01 00:00:00,16
2015-04-01 00:00:00,7
2015-06-01 00:00:00,23
2015-07-01 00:00:00,60
2015-08-01 00:00:00,63
2015-10-01 00:00:00,19
2015-12-01 00:00:00,37
2016-01-01 00:00:00,16
2016-02-01 00:00:00,17
2016-03-01 00:00:00,18
2016-04-01 00:00:00,43
2016-05-01 00:00:00,28
2016-06-01 00:00:00,33
2016-07-01 00:00:00,22
2016-09-01 00:00:00,41
2016-10-01 00:00:00,35
2016-11-01 00:00:00,18
2017-01-01 00:00:00,21
2017-05-01 00:00:00,36
2017-06-01 00:00:00,19
2017-08-01 00:00:00,51
2017-09-01 00:00:00,41
2017-11-01 00:00:00,14
2017-12-01 00:00:00,42
2018-01-01 00:00:00,17
2018-02-01 00:00:00,26
2018-03-01 00:00:00,48
2018-04-01 00:00:00,55
2018-05-01 00:00:00,34
2018-06-01 00:00:00,29
2018-07-01 00:00:00,18
2018-08-01 00:00:00,15
2018-09-01 00:00:00,20
2018-10-01 00:00:00,34
2018-11-01 00:00:00,13
2018-12-01 00:00:00,30
2019-01-01 00:00:00,42
2019-02-01 00:00:00,23
2019-03-01 00:00:00,31
2019-04-01 00:00:00,21
2019-09-01 00:00:00,12
2019-10-01 00:00:00,22
2019-11-01 00:00:00,17
2020-01-01 00:00:00,23
2020-02-01 00:00:00,21
2020-03-01 00:00:00,21
2020-04-01 00:00:00,19
2020-06-01 00:00:00,20
2020-07-01 00:00:00,25
2020-08-01 00:00:00,31
2020-09-01 00:00:00,56
2020-10-01 00:00:00,25
2020-11-01 00:00:00,48
2020-12-01 00:00:00,17
2021-01-01 00:00:00,21
2021-02-01 00:00:00,47
2021-03-01 00:00:00,13
2021-06-01 00:00:00,26
2021-07-01 00:00:00,44
2021-08-01 00:00:00,34
2021-09-01 00:00:00,16
2021-11-01 00:00:00,13
2021-12-01 00:00:00,12
2022-02-01 00:00:00,23
2022-03-01 00:00:00,34
2022-05-01 00:00:00,9
2022-06-01 00:00:00,40
2022-08-01 00:00:00,100
2022-09-01 00:00:00,23
2022-10-01 00:00:00,25
2022-11-01 00:00:00,72
2022-12-01 00:00:00,26
