,MVT_GT_Bakersfield CA
2015-03-01 00:00:00,53
2015-04-01 00:00:00,98
2015-07-01 00:00:00,81
2015-08-01 00:00:00,57
2015-11-01 00:00:00,43
2016-03-01 00:00:00,33
2016-04-01 00:00:00,28
2016-05-01 00:00:00,29
2016-06-01 00:00:00,34
2016-10-01 00:00:00,31
2016-11-01 00:00:00,58
2016-12-01 00:00:00,46
2017-01-01 00:00:00,25
2017-02-01 00:00:00,23
2017-03-01 00:00:00,45
2017-04-01 00:00:00,46
2017-05-01 00:00:00,42
2017-06-01 00:00:00,21
2017-07-01 00:00:00,52
2017-08-01 00:00:00,41
2017-09-01 00:00:00,55
2017-10-01 00:00:00,42
2018-01-01 00:00:00,34
2018-02-01 00:00:00,81
2018-05-01 00:00:00,36
2018-06-01 00:00:00,100
2018-07-01 00:00:00,65
2018-09-01 00:00:00,53
2018-10-01 00:00:00,43
2018-11-01 00:00:00,36
2018-12-01 00:00:00,29
2019-01-01 00:00:00,32
2019-03-01 00:00:00,39
2019-04-01 00:00:00,20
2019-05-01 00:00:00,17
2019-06-01 00:00:00,47
2019-07-01 00:00:00,63
2019-10-01 00:00:00,59
2019-11-01 00:00:00,31
2019-12-01 00:00:00,47
2020-01-01 00:00:00,65
2020-02-01 00:00:00,59
2020-04-01 00:00:00,41
2020-05-01 00:00:00,48
2020-07-01 00:00:00,43
2020-08-01 00:00:00,33
2020-09-01 00:00:00,46
2020-11-01 00:00:00,27
2020-12-01 00:00:00,35
2021-01-01 00:00:00,36
2021-02-01 00:00:00,35
2021-03-01 00:00:00,52
2021-04-01 00:00:00,50
2021-05-01 00:00:00,54
2021-06-01 00:00:00,47
2021-07-01 00:00:00,35
2021-08-01 00:00:00,71
2021-09-01 00:00:00,20
2021-10-01 00:00:00,40
2021-11-01 00:00:00,78
2021-12-01 00:00:00,58
2022-01-01 00:00:00,52
2022-02-01 00:00:00,44
2022-03-01 00:00:00,34
2022-04-01 00:00:00,58
2022-05-01 00:00:00,76
2022-06-01 00:00:00,16
2022-07-01 00:00:00,33
2022-08-01 00:00:00,39
2022-09-01 00:00:00,20
2022-10-01 00:00:00,64
2022-11-01 00:00:00,25
2022-12-01 00:00:00,67
