,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,64
03/01/2016 00:00:00,66
05/01/2016 00:00:00,33
06/01/2016 00:00:00,100
10/01/2016 00:00:00,42
11/01/2016 00:00:00,46
01/01/2017 00:00:00,29
03/01/2017 00:00:00,51
05/01/2017 00:00:00,32
06/01/2017 00:00:00,44
08/01/2017 00:00:00,31
11/01/2017 00:00:00,38
12/01/2017 00:00:00,52
02/01/2018 00:00:00,42
03/01/2018 00:00:00,27
04/01/2018 00:00:00,33
07/01/2018 00:00:00,32
08/01/2018 00:00:00,52
09/01/2018 00:00:00,28
10/01/2018 00:00:00,42
02/01/2019 00:00:00,39
04/01/2019 00:00:00,60
07/01/2019 00:00:00,39
08/01/2019 00:00:00,70
09/01/2019 00:00:00,29
10/01/2019 00:00:00,35
11/01/2019 00:00:00,28
12/01/2019 00:00:00,29
01/01/2020 00:00:00,35
03/01/2020 00:00:00,34
05/01/2020 00:00:00,39
07/01/2020 00:00:00,34
08/01/2020 00:00:00,51
09/01/2020 00:00:00,25
12/01/2020 00:00:00,30
01/01/2021 00:00:00,40
03/01/2021 00:00:00,40
06/01/2021 00:00:00,50
07/01/2021 00:00:00,29
09/01/2021 00:00:00,39
10/01/2021 00:00:00,71
11/01/2021 00:00:00,43
12/01/2021 00:00:00,40
01/01/2022 00:00:00,46
02/01/2022 00:00:00,49
03/01/2022 00:00:00,66
04/01/2022 00:00:00,53
07/01/2022 00:00:00,73
08/01/2022 00:00:00,68
09/01/2022 00:00:00,61
10/01/2022 00:00:00,60
11/01/2022 00:00:00,37
12/01/2022 00:00:00,57
