,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,75
2016-04-01 00:00:00,24
2017-01-01 00:00:00,53
2017-03-01 00:00:00,46
2017-04-01 00:00:00,31
2017-07-01 00:00:00,50
2017-08-01 00:00:00,51
2017-10-01 00:00:00,24
2017-11-01 00:00:00,31
2017-12-01 00:00:00,25
2018-02-01 00:00:00,26
2018-03-01 00:00:00,26
2018-04-01 00:00:00,31
2018-05-01 00:00:00,99
2018-06-01 00:00:00,37
2018-07-01 00:00:00,27
2018-08-01 00:00:00,43
2018-09-01 00:00:00,18
2018-11-01 00:00:00,49
2018-12-01 00:00:00,20
2019-02-01 00:00:00,60
2019-06-01 00:00:00,21
2019-07-01 00:00:00,100
2019-08-01 00:00:00,30
2019-10-01 00:00:00,65
2019-11-01 00:00:00,40
2020-01-01 00:00:00,26
2020-02-01 00:00:00,15
2020-03-01 00:00:00,15
2020-07-01 00:00:00,52
2020-08-01 00:00:00,49
2020-09-01 00:00:00,30
2020-10-01 00:00:00,45
2020-12-01 00:00:00,29
2021-03-01 00:00:00,19
2021-05-01 00:00:00,25
2021-07-01 00:00:00,56
2021-09-01 00:00:00,28
2021-10-01 00:00:00,50
2021-11-01 00:00:00,35
2021-12-01 00:00:00,21
2022-03-01 00:00:00,89
2022-04-01 00:00:00,21
2022-05-01 00:00:00,36
2022-06-01 00:00:00,15
2022-07-01 00:00:00,40
2022-08-01 00:00:00,21
2022-09-01 00:00:00,35
2022-10-01 00:00:00,21
2022-11-01 00:00:00,19
2022-12-01 00:00:00,17
