,MVT_GT_Bakersfield CA
2015-02-01 00:00:00,35
2015-05-01 00:00:00,80
2016-01-01 00:00:00,33
2016-05-01 00:00:00,23
2016-10-01 00:00:00,45
2016-11-01 00:00:00,30
2017-01-01 00:00:00,100
2017-04-01 00:00:00,22
2017-05-01 00:00:00,18
2017-06-01 00:00:00,31
2017-07-01 00:00:00,19
2017-08-01 00:00:00,72
2017-10-01 00:00:00,61
2017-11-01 00:00:00,29
2018-04-01 00:00:00,20
2018-05-01 00:00:00,32
2018-06-01 00:00:00,29
2018-08-01 00:00:00,33
2018-09-01 00:00:00,25
2018-11-01 00:00:00,69
2019-02-01 00:00:00,19
2019-03-01 00:00:00,19
2019-04-01 00:00:00,31
2019-06-01 00:00:00,50
2020-02-01 00:00:00,17
2020-03-01 00:00:00,31
2020-04-01 00:00:00,38
2020-05-01 00:00:00,24
2020-07-01 00:00:00,13
2020-08-01 00:00:00,45
2020-11-01 00:00:00,23
2020-12-01 00:00:00,23
2021-01-01 00:00:00,18
2021-02-01 00:00:00,41
2021-05-01 00:00:00,21
2021-06-01 00:00:00,54
2021-07-01 00:00:00,30
2021-08-01 00:00:00,36
2021-09-01 00:00:00,27
2021-11-01 00:00:00,42
2021-12-01 00:00:00,20
2022-02-01 00:00:00,23
2022-04-01 00:00:00,44
2022-06-01 00:00:00,22
2022-08-01 00:00:00,43
2022-09-01 00:00:00,40
2022-10-01 00:00:00,21
2022-11-01 00:00:00,17
2022-12-01 00:00:00,15
