,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,71
03/01/2016 00:00:00,84
06/01/2016 00:00:00,60
09/01/2016 00:00:00,54
10/01/2016 00:00:00,68
11/01/2016 00:00:00,74
02/01/2017 00:00:00,46
03/01/2017 00:00:00,61
06/01/2017 00:00:00,46
07/01/2017 00:00:00,56
08/01/2017 00:00:00,65
10/01/2017 00:00:00,55
11/01/2017 00:00:00,55
12/01/2017 00:00:00,46
02/01/2018 00:00:00,37
03/01/2018 00:00:00,68
04/01/2018 00:00:00,34
05/01/2018 00:00:00,65
07/01/2018 00:00:00,42
08/01/2018 00:00:00,73
09/01/2018 00:00:00,56
12/01/2018 00:00:00,67
01/01/2019 00:00:00,39
02/01/2019 00:00:00,72
04/01/2019 00:00:00,54
05/01/2019 00:00:00,41
06/01/2019 00:00:00,37
08/01/2019 00:00:00,91
09/01/2019 00:00:00,55
10/01/2019 00:00:00,47
11/01/2019 00:00:00,46
01/01/2020 00:00:00,66
02/01/2020 00:00:00,59
03/01/2020 00:00:00,47
04/01/2020 00:00:00,30
05/01/2020 00:00:00,30
08/01/2020 00:00:00,55
09/01/2020 00:00:00,41
10/01/2020 00:00:00,43
11/01/2020 00:00:00,52
12/01/2020 00:00:00,44
01/01/2021 00:00:00,52
02/01/2021 00:00:00,58
03/01/2021 00:00:00,54
05/01/2021 00:00:00,42
06/01/2021 00:00:00,79
08/01/2021 00:00:00,60
09/01/2021 00:00:00,53
10/01/2021 00:00:00,90
11/01/2021 00:00:00,64
12/01/2021 00:00:00,46
01/01/2022 00:00:00,88
02/01/2022 00:00:00,41
03/01/2022 00:00:00,87
04/01/2022 00:00:00,46
05/01/2022 00:00:00,48
07/01/2022 00:00:00,80
08/01/2022 00:00:00,76
09/01/2022 00:00:00,100
10/01/2022 00:00:00,96
11/01/2022 00:00:00,31
12/01/2022 00:00:00,91
