,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,52
2015-03-01 00:00:00,100
2015-04-01 00:00:00,54
2015-07-01 00:00:00,19
2015-10-01 00:00:00,33
2015-11-01 00:00:00,53
2015-12-01 00:00:00,51
2016-01-01 00:00:00,24
2016-02-01 00:00:00,43
2016-03-01 00:00:00,55
2016-05-01 00:00:00,34
2016-07-01 00:00:00,34
2016-08-01 00:00:00,37
2016-09-01 00:00:00,47
2016-10-01 00:00:00,27
2016-12-01 00:00:00,50
2017-01-01 00:00:00,17
2017-02-01 00:00:00,18
2017-03-01 00:00:00,23
2017-04-01 00:00:00,22
2017-05-01 00:00:00,36
2017-07-01 00:00:00,54
2017-08-01 00:00:00,21
2017-09-01 00:00:00,19
2017-11-01 00:00:00,26
2018-01-01 00:00:00,35
2018-02-01 00:00:00,54
2018-03-01 00:00:00,38
2018-04-01 00:00:00,46
2018-05-01 00:00:00,18
2018-07-01 00:00:00,24
2018-08-01 00:00:00,31
2018-09-01 00:00:00,15
2018-10-01 00:00:00,30
2018-11-01 00:00:00,24
2019-03-01 00:00:00,19
2019-04-01 00:00:00,14
2019-05-01 00:00:00,37
2019-06-01 00:00:00,32
2019-07-01 00:00:00,29
2019-08-01 00:00:00,48
2019-09-01 00:00:00,32
2019-10-01 00:00:00,19
2019-11-01 00:00:00,26
2019-12-01 00:00:00,33
2020-01-01 00:00:00,50
2020-02-01 00:00:00,59
2020-03-01 00:00:00,13
2020-04-01 00:00:00,12
2020-05-01 00:00:00,21
2020-06-01 00:00:00,32
2020-07-01 00:00:00,23
2020-08-01 00:00:00,32
2020-09-01 00:00:00,37
2020-11-01 00:00:00,15
2020-12-01 00:00:00,50
2021-01-01 00:00:00,15
2021-02-01 00:00:00,42
2021-03-01 00:00:00,19
2021-04-01 00:00:00,16
2021-05-01 00:00:00,69
2021-07-01 00:00:00,32
2021-08-01 00:00:00,34
2021-09-01 00:00:00,43
2021-11-01 00:00:00,43
2021-12-01 00:00:00,75
2022-01-01 00:00:00,30
2022-02-01 00:00:00,29
2022-03-01 00:00:00,29
2022-04-01 00:00:00,21
2022-05-01 00:00:00,36
2022-06-01 00:00:00,95
2022-07-01 00:00:00,78
2022-08-01 00:00:00,48
2022-09-01 00:00:00,32
2022-10-01 00:00:00,67
2022-11-01 00:00:00,53
2022-12-01 00:00:00,48
