,MVT_GT_Cincinnati OH
01/01/2015 00:00:00,42
08/01/2015 00:00:00,58
03/01/2016 00:00:00,34
06/01/2016 00:00:00,43
07/01/2016 00:00:00,48
08/01/2016 00:00:00,44
10/01/2016 00:00:00,43
11/01/2016 00:00:00,39
03/01/2017 00:00:00,33
06/01/2017 00:00:00,57
07/01/2017 00:00:00,39
08/01/2017 00:00:00,31
11/01/2017 00:00:00,38
12/01/2017 00:00:00,41
02/01/2018 00:00:00,53
03/01/2018 00:00:00,38
06/01/2018 00:00:00,100
07/01/2018 00:00:00,49
08/01/2018 00:00:00,36
09/01/2018 00:00:00,29
10/01/2018 00:00:00,47
12/01/2018 00:00:00,29
02/01/2019 00:00:00,48
04/01/2019 00:00:00,36
06/01/2019 00:00:00,34
08/01/2019 00:00:00,55
09/01/2019 00:00:00,42
10/01/2019 00:00:00,29
11/01/2019 00:00:00,29
12/01/2019 00:00:00,34
01/01/2020 00:00:00,41
03/01/2020 00:00:00,47
05/01/2020 00:00:00,33
06/01/2020 00:00:00,32
07/01/2020 00:00:00,25
08/01/2020 00:00:00,33
09/01/2020 00:00:00,23
10/01/2020 00:00:00,28
11/01/2020 00:00:00,49
12/01/2020 00:00:00,36
01/01/2021 00:00:00,30
03/01/2021 00:00:00,36
06/01/2021 00:00:00,73
07/01/2021 00:00:00,28
08/01/2021 00:00:00,33
09/01/2021 00:00:00,29
10/01/2021 00:00:00,49
01/01/2022 00:00:00,41
03/01/2022 00:00:00,60
04/01/2022 00:00:00,38
07/01/2022 00:00:00,63
08/01/2022 00:00:00,69
09/01/2022 00:00:00,61
10/01/2022 00:00:00,62
11/01/2022 00:00:00,30
12/01/2022 00:00:00,86
