,MVT_GT_Tucson AZ
2015-04-01 00:00:00,27
2015-06-01 00:00:00,27
2015-07-01 00:00:00,53
2015-08-01 00:00:00,45
2016-01-01 00:00:00,31
2016-02-01 00:00:00,26
2016-03-01 00:00:00,43
2016-04-01 00:00:00,28
2016-05-01 00:00:00,52
2016-07-01 00:00:00,60
2016-08-01 00:00:00,18
2016-12-01 00:00:00,51
2017-01-01 00:00:00,28
2017-02-01 00:00:00,39
2017-04-01 00:00:00,24
2017-05-01 00:00:00,21
2017-08-01 00:00:00,19
2017-10-01 00:00:00,23
2017-11-01 00:00:00,36
2017-12-01 00:00:00,26
2018-01-01 00:00:00,19
2018-03-01 00:00:00,30
2018-04-01 00:00:00,33
2018-05-01 00:00:00,21
2018-06-01 00:00:00,20
2018-10-01 00:00:00,24
2019-02-01 00:00:00,40
2019-03-01 00:00:00,27
2019-04-01 00:00:00,43
2019-05-01 00:00:00,23
2019-06-01 00:00:00,17
2019-07-01 00:00:00,32
2019-09-01 00:00:00,41
2019-11-01 00:00:00,22
2020-01-01 00:00:00,100
2020-05-01 00:00:00,14
2020-06-01 00:00:00,30
2020-08-01 00:00:00,39
2020-10-01 00:00:00,43
2020-11-01 00:00:00,20
2020-12-01 00:00:00,15
2021-01-01 00:00:00,18
2021-03-01 00:00:00,29
2021-05-01 00:00:00,22
2021-07-01 00:00:00,17
2021-08-01 00:00:00,16
2021-11-01 00:00:00,32
2022-01-01 00:00:00,13
2022-02-01 00:00:00,15
2022-03-01 00:00:00,34
2022-04-01 00:00:00,9
2022-07-01 00:00:00,34
2022-08-01 00:00:00,32
2022-10-01 00:00:00,48
2022-11-01 00:00:00,19
2022-12-01 00:00:00,28
