,MVT_GT_Fresno-Visalia CA
2015-02-01 00:00:00,46
2015-03-01 00:00:00,56
2015-04-01 00:00:00,13
2015-06-01 00:00:00,20
2015-07-01 00:00:00,70
2015-08-01 00:00:00,38
2015-10-01 00:00:00,77
2016-01-01 00:00:00,53
2016-02-01 00:00:00,32
2016-03-01 00:00:00,37
2016-04-01 00:00:00,53
2016-05-01 00:00:00,47
2016-06-01 00:00:00,19
2016-07-01 00:00:00,18
2016-08-01 00:00:00,43
2016-10-01 00:00:00,70
2016-11-01 00:00:00,29
2016-12-01 00:00:00,40
2017-03-01 00:00:00,42
2017-04-01 00:00:00,30
2017-05-01 00:00:00,62
2017-07-01 00:00:00,41
2017-09-01 00:00:00,39
2017-10-01 00:00:00,30
2017-11-01 00:00:00,57
2017-12-01 00:00:00,38
2018-01-01 00:00:00,36
2018-05-01 00:00:00,27
2018-06-01 00:00:00,40
2018-07-01 00:00:00,52
2018-08-01 00:00:00,58
2018-09-01 00:00:00,43
2018-10-01 00:00:00,48
2018-11-01 00:00:00,35
2018-12-01 00:00:00,91
2019-01-01 00:00:00,89
2019-02-01 00:00:00,17
2019-04-01 00:00:00,18
2019-05-01 00:00:00,20
2019-06-01 00:00:00,22
2019-07-01 00:00:00,31
2019-08-01 00:00:00,43
2019-10-01 00:00:00,52
2019-11-01 00:00:00,19
2020-01-01 00:00:00,39
2020-02-01 00:00:00,17
2020-03-01 00:00:00,25
2020-04-01 00:00:00,33
2020-05-01 00:00:00,15
2020-06-01 00:00:00,29
2020-07-01 00:00:00,26
2020-08-01 00:00:00,32
2020-09-01 00:00:00,24
2020-10-01 00:00:00,100
2020-11-01 00:00:00,23
2020-12-01 00:00:00,25
2021-01-01 00:00:00,25
2021-02-01 00:00:00,48
2021-03-01 00:00:00,35
2021-04-01 00:00:00,43
2021-05-01 00:00:00,33
2021-06-01 00:00:00,31
2021-07-01 00:00:00,52
2021-08-01 00:00:00,29
2021-09-01 00:00:00,34
2021-10-01 00:00:00,32
2021-11-01 00:00:00,30
2022-01-01 00:00:00,42
2022-04-01 00:00:00,39
2022-05-01 00:00:00,41
2022-06-01 00:00:00,37
2022-08-01 00:00:00,37
2022-10-01 00:00:00,84
2022-11-01 00:00:00,39
2022-12-01 00:00:00,15
