,MVT_GT_Cincinnati OH
04/01/2015 00:00:00,77
05/01/2015 00:00:00,67
10/01/2015 00:00:00,57
03/01/2016 00:00:00,90
06/01/2016 00:00:00,74
07/01/2016 00:00:00,56
10/01/2016 00:00:00,86
11/01/2016 00:00:00,68
12/01/2016 00:00:00,66
02/01/2017 00:00:00,52
03/01/2017 00:00:00,73
07/01/2017 00:00:00,71
09/01/2017 00:00:00,55
11/01/2017 00:00:00,41
12/01/2017 00:00:00,78
02/01/2018 00:00:00,40
03/01/2018 00:00:00,51
05/01/2018 00:00:00,38
07/01/2018 00:00:00,46
09/01/2018 00:00:00,61
10/01/2018 00:00:00,58
02/01/2019 00:00:00,66
05/01/2019 00:00:00,55
06/01/2019 00:00:00,43
07/01/2019 00:00:00,48
08/01/2019 00:00:00,71
09/01/2019 00:00:00,56
10/01/2019 00:00:00,53
12/01/2019 00:00:00,36
01/01/2020 00:00:00,73
02/01/2020 00:00:00,39
03/01/2020 00:00:00,64
05/01/2020 00:00:00,44
07/01/2020 00:00:00,53
08/01/2020 00:00:00,44
09/01/2020 00:00:00,41
10/01/2020 00:00:00,52
11/01/2020 00:00:00,39
12/01/2020 00:00:00,36
01/01/2021 00:00:00,64
02/01/2021 00:00:00,47
03/01/2021 00:00:00,54
05/01/2021 00:00:00,56
06/01/2021 00:00:00,68
08/01/2021 00:00:00,46
09/01/2021 00:00:00,49
10/01/2021 00:00:00,100
01/01/2022 00:00:00,62
02/01/2022 00:00:00,72
03/01/2022 00:00:00,72
04/01/2022 00:00:00,56
05/01/2022 00:00:00,41
06/01/2022 00:00:00,39
07/01/2022 00:00:00,91
08/01/2022 00:00:00,77
09/01/2022 00:00:00,95
10/01/2022 00:00:00,95
11/01/2022 00:00:00,35
12/01/2022 00:00:00,84
