,MVT_GT_New Orleans LA
10/01/2016 00:00:00,53
02/01/2017 00:00:00,58
05/01/2017 00:00:00,53
06/01/2017 00:00:00,84
07/01/2017 00:00:00,56
08/01/2017 00:00:00,51
10/01/2017 00:00:00,69
12/01/2017 00:00:00,52
02/01/2018 00:00:00,66
04/01/2018 00:00:00,50
08/01/2018 00:00:00,55
11/01/2018 00:00:00,49
12/01/2018 00:00:00,100
03/01/2019 00:00:00,97
05/01/2019 00:00:00,73
06/01/2019 00:00:00,82
07/01/2019 00:00:00,55
12/01/2019 00:00:00,62
01/01/2020 00:00:00,73
03/01/2020 00:00:00,51
04/01/2020 00:00:00,85
05/01/2020 00:00:00,42
07/01/2020 00:00:00,39
08/01/2020 00:00:00,51
09/01/2020 00:00:00,72
03/01/2021 00:00:00,49
04/01/2021 00:00:00,46
10/01/2021 00:00:00,49
12/01/2021 00:00:00,59
02/01/2022 00:00:00,78
03/01/2022 00:00:00,57
04/01/2022 00:00:00,99
07/01/2022 00:00:00,84
08/01/2022 00:00:00,43
09/01/2022 00:00:00,54
10/01/2022 00:00:00,68
11/01/2022 00:00:00,62
12/01/2022 00:00:00,67
