,MVT_GT_Cincinnati OH
02/01/2015 00:00:00,80
08/01/2015 00:00:00,99
03/01/2016 00:00:00,75
10/01/2016 00:00:00,47
11/01/2016 00:00:00,63
02/01/2017 00:00:00,42
06/01/2017 00:00:00,50
07/01/2017 00:00:00,69
08/01/2017 00:00:00,35
10/01/2017 00:00:00,42
11/01/2017 00:00:00,39
12/01/2017 00:00:00,51
03/01/2018 00:00:00,44
05/01/2018 00:00:00,66
08/01/2018 00:00:00,72
10/01/2018 00:00:00,41
12/01/2018 00:00:00,40
02/01/2019 00:00:00,50
04/01/2019 00:00:00,44
05/01/2019 00:00:00,34
07/01/2019 00:00:00,62
08/01/2019 00:00:00,63
09/01/2019 00:00:00,40
10/01/2019 00:00:00,37
11/01/2019 00:00:00,43
01/01/2020 00:00:00,36
03/01/2020 00:00:00,34
05/01/2020 00:00:00,54
08/01/2020 00:00:00,61
11/01/2020 00:00:00,49
01/01/2021 00:00:00,48
02/01/2021 00:00:00,43
03/01/2021 00:00:00,41
05/01/2021 00:00:00,35
06/01/2021 00:00:00,74
07/01/2021 00:00:00,47
08/01/2021 00:00:00,32
10/01/2021 00:00:00,81
11/01/2021 00:00:00,52
12/01/2021 00:00:00,55
01/01/2022 00:00:00,56
02/01/2022 00:00:00,37
03/01/2022 00:00:00,53
04/01/2022 00:00:00,46
05/01/2022 00:00:00,40
06/01/2022 00:00:00,32
07/01/2022 00:00:00,56
08/01/2022 00:00:00,78
09/01/2022 00:00:00,80
10/01/2022 00:00:00,72
11/01/2022 00:00:00,38
12/01/2022 00:00:00,100
