,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,43
2015-02-01 00:00:00,24
2015-03-01 00:00:00,24
2015-04-01 00:00:00,14
2015-12-01 00:00:00,37
2016-01-01 00:00:00,32
2016-05-01 00:00:00,35
2016-06-01 00:00:00,62
2016-07-01 00:00:00,23
2016-08-01 00:00:00,38
2016-10-01 00:00:00,49
2016-12-01 00:00:00,39
2017-02-01 00:00:00,20
2017-03-01 00:00:00,20
2017-04-01 00:00:00,28
2017-05-01 00:00:00,53
2017-06-01 00:00:00,52
2017-07-01 00:00:00,43
2017-08-01 00:00:00,55
2017-09-01 00:00:00,34
2017-11-01 00:00:00,100
2017-12-01 00:00:00,34
2018-02-01 00:00:00,24
2018-03-01 00:00:00,35
2018-04-01 00:00:00,46
2018-05-01 00:00:00,60
2018-06-01 00:00:00,16
2018-07-01 00:00:00,19
2018-08-01 00:00:00,55
2018-09-01 00:00:00,71
2018-10-01 00:00:00,15
2018-12-01 00:00:00,28
2019-01-01 00:00:00,42
2019-02-01 00:00:00,17
2019-04-01 00:00:00,24
2019-05-01 00:00:00,30
2019-07-01 00:00:00,19
2019-10-01 00:00:00,31
2019-11-01 00:00:00,25
2019-12-01 00:00:00,26
2020-01-01 00:00:00,59
2020-02-01 00:00:00,19
2020-03-01 00:00:00,45
2020-04-01 00:00:00,27
2020-06-01 00:00:00,14
2020-07-01 00:00:00,35
2020-08-01 00:00:00,25
2020-11-01 00:00:00,60
2020-12-01 00:00:00,23
2021-01-01 00:00:00,16
2021-02-01 00:00:00,70
2021-03-01 00:00:00,16
2021-04-01 00:00:00,26
2021-05-01 00:00:00,31
2021-06-01 00:00:00,62
2021-07-01 00:00:00,31
2021-08-01 00:00:00,29
2021-11-01 00:00:00,15
2022-01-01 00:00:00,23
2022-02-01 00:00:00,38
2022-03-01 00:00:00,25
2022-04-01 00:00:00,21
2022-05-01 00:00:00,23
2022-06-01 00:00:00,31
2022-08-01 00:00:00,17
2022-10-01 00:00:00,22
2022-11-01 00:00:00,65
2022-12-01 00:00:00,42
