,MVT_GT_New Orleans LA
09/01/2015 00:00:00,74
10/01/2015 00:00:00,100
08/01/2016 00:00:00,75
10/01/2016 00:00:00,42
02/01/2017 00:00:00,70
03/01/2017 00:00:00,47
06/01/2017 00:00:00,40
07/01/2017 00:00:00,45
09/01/2017 00:00:00,43
10/01/2017 00:00:00,43
11/01/2017 00:00:00,62
12/01/2017 00:00:00,44
01/01/2018 00:00:00,40
04/01/2018 00:00:00,47
05/01/2018 00:00:00,45
08/01/2018 00:00:00,49
11/01/2018 00:00:00,52
12/01/2018 00:00:00,60
01/01/2019 00:00:00,40
05/01/2019 00:00:00,49
06/01/2019 00:00:00,47
07/01/2019 00:00:00,68
08/01/2019 00:00:00,47
09/01/2019 00:00:00,41
11/01/2019 00:00:00,58
12/01/2019 00:00:00,32
01/01/2020 00:00:00,83
02/01/2020 00:00:00,48
03/01/2020 00:00:00,30
04/01/2020 00:00:00,61
06/01/2020 00:00:00,40
08/01/2020 00:00:00,35
10/01/2020 00:00:00,60
11/01/2020 00:00:00,56
12/01/2020 00:00:00,47
01/01/2021 00:00:00,59
03/01/2021 00:00:00,35
04/01/2021 00:00:00,55
05/01/2021 00:00:00,44
06/01/2021 00:00:00,38
11/01/2021 00:00:00,41
12/01/2021 00:00:00,52
01/01/2022 00:00:00,44
02/01/2022 00:00:00,76
03/01/2022 00:00:00,38
04/01/2022 00:00:00,76
05/01/2022 00:00:00,41
07/01/2022 00:00:00,66
08/01/2022 00:00:00,35
09/01/2022 00:00:00,40
10/01/2022 00:00:00,46
11/01/2022 00:00:00,51
12/01/2022 00:00:00,48
