,MVT_GT_New Orleans LA
04/01/2016 00:00:00,71
08/01/2016 00:00:00,61
02/01/2017 00:00:00,45
05/01/2017 00:00:00,50
07/01/2017 00:00:00,47
08/01/2017 00:00:00,48
09/01/2017 00:00:00,58
11/01/2017 00:00:00,45
04/01/2018 00:00:00,67
08/01/2018 00:00:00,57
09/01/2018 00:00:00,65
11/01/2018 00:00:00,62
12/01/2018 00:00:00,100
05/01/2019 00:00:00,51
06/01/2019 00:00:00,64
07/01/2019 00:00:00,55
11/01/2019 00:00:00,39
12/01/2019 00:00:00,42
01/01/2020 00:00:00,77
02/01/2020 00:00:00,67
03/01/2020 00:00:00,39
04/01/2020 00:00:00,64
06/01/2020 00:00:00,37
08/01/2020 00:00:00,32
10/01/2020 00:00:00,44
11/01/2020 00:00:00,41
01/01/2021 00:00:00,50
04/01/2021 00:00:00,40
11/01/2021 00:00:00,41
12/01/2021 00:00:00,61
01/01/2022 00:00:00,45
02/01/2022 00:00:00,70
04/01/2022 00:00:00,85
07/01/2022 00:00:00,67
09/01/2022 00:00:00,44
10/01/2022 00:00:00,49
11/01/2022 00:00:00,41
12/01/2022 00:00:00,47
