,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,40
2015-02-01 00:00:00,44
2015-03-01 00:00:00,40
2015-09-01 00:00:00,48
2016-02-01 00:00:00,24
2016-03-01 00:00:00,27
2016-06-01 00:00:00,81
2016-07-01 00:00:00,56
2016-10-01 00:00:00,66
2016-12-01 00:00:00,42
2017-04-01 00:00:00,29
2017-06-01 00:00:00,20
2017-07-01 00:00:00,53
2017-08-01 00:00:00,30
2017-09-01 00:00:00,47
2017-10-01 00:00:00,20
2018-02-01 00:00:00,53
2018-05-01 00:00:00,27
2018-06-01 00:00:00,27
2018-08-01 00:00:00,27
2018-09-01 00:00:00,24
2018-11-01 00:00:00,28
2019-01-01 00:00:00,18
2019-02-01 00:00:00,71
2019-03-01 00:00:00,49
2019-04-01 00:00:00,20
2019-05-01 00:00:00,73
2019-06-01 00:00:00,19
2019-07-01 00:00:00,24
2019-11-01 00:00:00,41
2019-12-01 00:00:00,21
2020-01-01 00:00:00,26
2020-03-01 00:00:00,21
2020-04-01 00:00:00,16
2020-05-01 00:00:00,29
2020-07-01 00:00:00,18
2020-08-01 00:00:00,15
2020-11-01 00:00:00,30
2020-12-01 00:00:00,22
2021-01-01 00:00:00,36
2021-04-01 00:00:00,63
2021-05-01 00:00:00,28
2021-06-01 00:00:00,56
2021-07-01 00:00:00,47
2021-08-01 00:00:00,37
2021-09-01 00:00:00,29
2021-10-01 00:00:00,40
2021-12-01 00:00:00,18
2022-02-01 00:00:00,100
2022-04-01 00:00:00,44
2022-07-01 00:00:00,25
2022-08-01 00:00:00,15
2022-09-01 00:00:00,26
2022-10-01 00:00:00,50
2022-12-01 00:00:00,50
