,MVT_GT_Tucson AZ
2015-02-01 00:00:00,71
2015-09-01 00:00:00,70
2016-01-01 00:00:00,33
2016-02-01 00:00:00,33
2016-07-01 00:00:00,51
2016-08-01 00:00:00,26
2016-10-01 00:00:00,54
2017-06-01 00:00:00,51
2017-07-01 00:00:00,46
2017-08-01 00:00:00,84
2017-09-01 00:00:00,39
2017-10-01 00:00:00,24
2017-11-01 00:00:00,34
2017-12-01 00:00:00,42
2018-01-01 00:00:00,36
2018-04-01 00:00:00,70
2018-05-01 00:00:00,100
2018-08-01 00:00:00,46
2018-10-01 00:00:00,35
2018-11-01 00:00:00,21
2018-12-01 00:00:00,25
2019-01-01 00:00:00,29
2019-02-01 00:00:00,24
2019-03-01 00:00:00,62
2019-04-01 00:00:00,26
2019-05-01 00:00:00,65
2019-06-01 00:00:00,27
2019-08-01 00:00:00,31
2019-09-01 00:00:00,36
2019-10-01 00:00:00,39
2019-12-01 00:00:00,21
2020-02-01 00:00:00,26
2020-05-01 00:00:00,34
2020-06-01 00:00:00,55
2020-08-01 00:00:00,37
2020-10-01 00:00:00,34
2020-11-01 00:00:00,90
2020-12-01 00:00:00,18
2021-11-01 00:00:00,40
2021-12-01 00:00:00,30
2022-01-01 00:00:00,46
2022-03-01 00:00:00,43
2022-04-01 00:00:00,20
2022-05-01 00:00:00,31
2022-08-01 00:00:00,45
2022-09-01 00:00:00,33
2022-10-01 00:00:00,16
2022-11-01 00:00:00,24
