,MVT_GT_Omaha NE
2015-01-01 00:00:00,52
2015-02-01 00:00:00,16
2015-03-01 00:00:00,23
2015-06-01 00:00:00,81
2015-08-01 00:00:00,27
2015-09-01 00:00:00,17
2015-10-01 00:00:00,60
2015-11-01 00:00:00,28
2015-12-01 00:00:00,33
2016-01-01 00:00:00,17
2016-03-01 00:00:00,30
2016-05-01 00:00:00,41
2016-06-01 00:00:00,24
2016-08-01 00:00:00,90
2016-09-01 00:00:00,28
2016-10-01 00:00:00,42
2016-11-01 00:00:00,34
2016-12-01 00:00:00,25
2017-01-01 00:00:00,22
2017-04-01 00:00:00,12
2017-06-01 00:00:00,19
2017-07-01 00:00:00,23
2017-08-01 00:00:00,25
2017-10-01 00:00:00,26
2018-01-01 00:00:00,50
2018-02-01 00:00:00,31
2018-04-01 00:00:00,13
2018-05-01 00:00:00,44
2018-06-01 00:00:00,21
2018-07-01 00:00:00,21
2018-08-01 00:00:00,57
2018-09-01 00:00:00,23
2018-11-01 00:00:00,14
2018-12-01 00:00:00,45
2019-01-01 00:00:00,16
2019-02-01 00:00:00,30
2019-03-01 00:00:00,42
2019-04-01 00:00:00,25
2019-05-01 00:00:00,100
2019-06-01 00:00:00,24
2019-07-01 00:00:00,98
2019-09-01 00:00:00,18
2019-10-01 00:00:00,26
2019-11-01 00:00:00,45
2019-12-01 00:00:00,32
2020-01-01 00:00:00,24
2020-02-01 00:00:00,54
2020-04-01 00:00:00,10
2020-05-01 00:00:00,38
2020-06-01 00:00:00,33
2020-08-01 00:00:00,23
2020-10-01 00:00:00,34
2020-12-01 00:00:00,24
2021-01-01 00:00:00,24
2021-03-01 00:00:00,54
2021-04-01 00:00:00,27
2021-05-01 00:00:00,13
2021-06-01 00:00:00,47
2021-07-01 00:00:00,10
2021-08-01 00:00:00,32
2021-09-01 00:00:00,22
2021-10-01 00:00:00,23
2021-11-01 00:00:00,26
2021-12-01 00:00:00,33
2022-01-01 00:00:00,85
2022-02-01 00:00:00,41
2022-03-01 00:00:00,31
2022-04-01 00:00:00,30
2022-05-01 00:00:00,20
2022-06-01 00:00:00,28
2022-07-01 00:00:00,34
2022-08-01 00:00:00,49
2022-09-01 00:00:00,36
2022-10-01 00:00:00,23
2022-11-01 00:00:00,12
2022-12-01 00:00:00,13
