,MVT_GT_Omaha NE
2015-02-01 00:00:00,30
2015-03-01 00:00:00,51
2015-04-01 00:00:00,45
2015-09-01 00:00:00,38
2015-10-01 00:00:00,51
2015-11-01 00:00:00,50
2016-02-01 00:00:00,26
2016-03-01 00:00:00,36
2016-04-01 00:00:00,27
2016-06-01 00:00:00,46
2016-07-01 00:00:00,27
2016-08-01 00:00:00,64
2016-10-01 00:00:00,27
2016-11-01 00:00:00,18
2016-12-01 00:00:00,34
2017-02-01 00:00:00,54
2017-04-01 00:00:00,59
2017-05-01 00:00:00,30
2017-06-01 00:00:00,21
2017-07-01 00:00:00,35
2017-09-01 00:00:00,34
2017-10-01 00:00:00,39
2017-11-01 00:00:00,31
2017-12-01 00:00:00,26
2018-01-01 00:00:00,96
2018-02-01 00:00:00,36
2018-03-01 00:00:00,36
2018-04-01 00:00:00,33
2018-05-01 00:00:00,55
2018-06-01 00:00:00,24
2018-07-01 00:00:00,21
2018-08-01 00:00:00,21
2018-09-01 00:00:00,32
2018-10-01 00:00:00,30
2019-01-01 00:00:00,36
2019-03-01 00:00:00,31
2019-04-01 00:00:00,100
2019-05-01 00:00:00,54
2019-06-01 00:00:00,55
2019-07-01 00:00:00,54
2019-08-01 00:00:00,24
2019-10-01 00:00:00,23
2019-11-01 00:00:00,43
2019-12-01 00:00:00,44
2020-01-01 00:00:00,21
2020-05-01 00:00:00,41
2020-06-01 00:00:00,70
2020-09-01 00:00:00,28
2020-10-01 00:00:00,58
2020-12-01 00:00:00,24
2021-01-01 00:00:00,28
2021-02-01 00:00:00,28
2021-03-01 00:00:00,36
2021-05-01 00:00:00,48
2021-08-01 00:00:00,37
2021-09-01 00:00:00,32
2021-12-01 00:00:00,76
2022-02-01 00:00:00,22
2022-03-01 00:00:00,53
2022-04-01 00:00:00,76
2022-05-01 00:00:00,23
2022-06-01 00:00:00,35
2022-07-01 00:00:00,29
2022-08-01 00:00:00,42
2022-09-01 00:00:00,51
2022-10-01 00:00:00,31
2022-11-01 00:00:00,72
2022-12-01 00:00:00,17
