,MVT_GT_New Orleans LA
01/01/2015 00:00:00,41
03/01/2016 00:00:00,86
08/01/2016 00:00:00,58
10/01/2016 00:00:00,63
12/01/2016 00:00:00,48
02/01/2017 00:00:00,36
03/01/2017 00:00:00,56
06/01/2017 00:00:00,51
08/01/2017 00:00:00,34
09/01/2017 00:00:00,36
10/01/2017 00:00:00,45
11/01/2017 00:00:00,38
12/01/2017 00:00:00,32
07/01/2018 00:00:00,36
08/01/2018 00:00:00,38
09/01/2018 00:00:00,31
11/01/2018 00:00:00,56
03/01/2019 00:00:00,30
05/01/2019 00:00:00,53
06/01/2019 00:00:00,50
07/01/2019 00:00:00,65
08/01/2019 00:00:00,53
11/01/2019 00:00:00,32
12/01/2019 00:00:00,74
01/01/2020 00:00:00,72
03/01/2020 00:00:00,26
04/01/2020 00:00:00,46
05/01/2020 00:00:00,24
06/01/2020 00:00:00,28
07/01/2020 00:00:00,35
08/01/2020 00:00:00,32
09/01/2020 00:00:00,29
11/01/2020 00:00:00,31
03/01/2021 00:00:00,38
04/01/2021 00:00:00,55
05/01/2021 00:00:00,69
06/01/2021 00:00:00,30
12/01/2021 00:00:00,47
02/01/2022 00:00:00,43
03/01/2022 00:00:00,36
04/01/2022 00:00:00,62
05/01/2022 00:00:00,32
07/01/2022 00:00:00,100
08/01/2022 00:00:00,37
09/01/2022 00:00:00,68
10/01/2022 00:00:00,70
11/01/2022 00:00:00,33
12/01/2022 00:00:00,54
