,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,53
06/01/2016 00:00:00,48
07/01/2016 00:00:00,54
08/01/2016 00:00:00,55
10/01/2016 00:00:00,63
11/01/2016 00:00:00,58
02/01/2017 00:00:00,38
03/01/2017 00:00:00,48
05/01/2017 00:00:00,44
06/01/2017 00:00:00,46
07/01/2017 00:00:00,52
08/01/2017 00:00:00,36
10/01/2017 00:00:00,37
11/01/2017 00:00:00,43
12/01/2017 00:00:00,52
01/01/2018 00:00:00,33
02/01/2018 00:00:00,37
03/01/2018 00:00:00,59
06/01/2018 00:00:00,49
07/01/2018 00:00:00,56
08/01/2018 00:00:00,60
09/01/2018 00:00:00,39
10/01/2018 00:00:00,36
12/01/2018 00:00:00,43
02/01/2019 00:00:00,57
04/01/2019 00:00:00,36
05/01/2019 00:00:00,30
06/01/2019 00:00:00,54
07/01/2019 00:00:00,69
08/01/2019 00:00:00,90
09/01/2019 00:00:00,42
10/01/2019 00:00:00,41
11/01/2019 00:00:00,38
12/01/2019 00:00:00,35
01/01/2020 00:00:00,57
02/01/2020 00:00:00,55
03/01/2020 00:00:00,27
05/01/2020 00:00:00,23
06/01/2020 00:00:00,27
08/01/2020 00:00:00,46
09/01/2020 00:00:00,36
10/01/2020 00:00:00,44
11/01/2020 00:00:00,40
12/01/2020 00:00:00,33
01/01/2021 00:00:00,61
02/01/2021 00:00:00,42
03/01/2021 00:00:00,47
05/01/2021 00:00:00,36
06/01/2021 00:00:00,95
07/01/2021 00:00:00,42
08/01/2021 00:00:00,31
09/01/2021 00:00:00,43
10/01/2021 00:00:00,72
11/01/2021 00:00:00,41
12/01/2021 00:00:00,41
01/01/2022 00:00:00,65
02/01/2022 00:00:00,41
03/01/2022 00:00:00,63
04/01/2022 00:00:00,53
05/01/2022 00:00:00,35
06/01/2022 00:00:00,32
07/01/2022 00:00:00,100
08/01/2022 00:00:00,76
09/01/2022 00:00:00,91
10/01/2022 00:00:00,71
11/01/2022 00:00:00,42
12/01/2022 00:00:00,97
