,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,12
2015-02-01 00:00:00,35
2015-03-01 00:00:00,26
2015-04-01 00:00:00,30
2015-06-01 00:00:00,18
2015-07-01 00:00:00,39
2015-08-01 00:00:00,38
2015-09-01 00:00:00,51
2015-10-01 00:00:00,30
2016-01-01 00:00:00,30
2016-02-01 00:00:00,33
2016-04-01 00:00:00,47
2016-05-01 00:00:00,37
2016-06-01 00:00:00,67
2016-07-01 00:00:00,21
2016-09-01 00:00:00,52
2016-11-01 00:00:00,64
2016-12-01 00:00:00,18
2017-01-01 00:00:00,48
2017-02-01 00:00:00,31
2017-03-01 00:00:00,24
2017-04-01 00:00:00,26
2017-05-01 00:00:00,44
2017-06-01 00:00:00,100
2017-07-01 00:00:00,82
2017-08-01 00:00:00,38
2017-09-01 00:00:00,31
2017-10-01 00:00:00,36
2017-11-01 00:00:00,22
2017-12-01 00:00:00,28
2018-01-01 00:00:00,35
2018-02-01 00:00:00,53
2018-03-01 00:00:00,56
2018-04-01 00:00:00,17
2018-05-01 00:00:00,33
2018-06-01 00:00:00,24
2018-08-01 00:00:00,31
2018-09-01 00:00:00,67
2018-10-01 00:00:00,17
2018-11-01 00:00:00,27
2019-01-01 00:00:00,18
2019-03-01 00:00:00,32
2019-04-01 00:00:00,15
2019-06-01 00:00:00,28
2019-07-01 00:00:00,18
2019-08-01 00:00:00,34
2019-11-01 00:00:00,36
2019-12-01 00:00:00,32
2020-01-01 00:00:00,41
2020-02-01 00:00:00,31
2020-03-01 00:00:00,35
2020-04-01 00:00:00,29
2020-06-01 00:00:00,22
2020-07-01 00:00:00,40
2020-08-01 00:00:00,32
2020-11-01 00:00:00,54
2020-12-01 00:00:00,32
2021-02-01 00:00:00,62
2021-06-01 00:00:00,22
2021-07-01 00:00:00,35
2021-09-01 00:00:00,17
2021-10-01 00:00:00,24
2022-01-01 00:00:00,30
2022-02-01 00:00:00,35
2022-03-01 00:00:00,37
2022-04-01 00:00:00,23
2022-06-01 00:00:00,26
2022-08-01 00:00:00,24
2022-09-01 00:00:00,27
2022-10-01 00:00:00,39
2022-11-01 00:00:00,58
2022-12-01 00:00:00,46
