,MVT_GT_El Paso TX
2015-08-01 00:00:00,37
2015-09-01 00:00:00,53
2016-01-01 00:00:00,100
2016-04-01 00:00:00,42
2016-06-01 00:00:00,59
2016-08-01 00:00:00,73
2016-12-01 00:00:00,54
2017-01-01 00:00:00,37
2017-02-01 00:00:00,33
2017-03-01 00:00:00,29
2017-06-01 00:00:00,89
2017-08-01 00:00:00,47
2017-11-01 00:00:00,63
2018-01-01 00:00:00,82
2018-03-01 00:00:00,78
2018-04-01 00:00:00,67
2018-06-01 00:00:00,27
2018-07-01 00:00:00,26
2018-08-01 00:00:00,75
2018-09-01 00:00:00,39
2018-10-01 00:00:00,71
2018-11-01 00:00:00,71
2019-01-01 00:00:00,67
2019-02-01 00:00:00,36
2019-03-01 00:00:00,67
2019-09-01 00:00:00,31
2020-03-01 00:00:00,41
2020-05-01 00:00:00,25
2020-06-01 00:00:00,56
2020-08-01 00:00:00,44
2020-10-01 00:00:00,37
2020-11-01 00:00:00,25
2020-12-01 00:00:00,47
2021-01-01 00:00:00,37
2021-02-01 00:00:00,37
2021-03-01 00:00:00,41
2021-07-01 00:00:00,36
2021-08-01 00:00:00,37
2021-09-01 00:00:00,32
2021-12-01 00:00:00,65
2022-01-01 00:00:00,31
2022-03-01 00:00:00,21
2022-04-01 00:00:00,46
2022-05-01 00:00:00,21
2022-07-01 00:00:00,27
2022-08-01 00:00:00,46
2022-09-01 00:00:00,45
2022-10-01 00:00:00,30
2022-12-01 00:00:00,44
